Loaded PyTorch resnet18 pretrained on ImageNet

Benchmarking at Target FPS: 1

Loaded jetson_variables variables
{'time': datetime.datetime(2024, 11, 28, 0, 31, 40, 716163), 'uptime': datetime.timedelta(seconds=22494, microseconds=160000), 'CPU1': 2, 'CPU2': 0, 'CPU3': 3, 'CPU4': 2, 'CPU5': 3, 'CPU6': 0, 'RAM': 0.5389692877904741, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 0.0, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.656, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.875, 'Temp soc0': 36.843, 'Temp soc1': 37.0, 'Temp soc2': 38.718, 'Temp tj': 38.875, 'Power VDD_CPU_GPU_CV': 960, 'Power VDD_SOC': 1320, 'Power TOT': 4079, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 18, 810922), 'uptime': datetime.timedelta(seconds=22651, microseconds=320000), 'CPU1': 4, 'CPU2': 1, 'CPU3': 2, 'CPU4': 0, 'CPU5': 2, 'CPU6': 3, 'RAM': 0.5384094858742291, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 8.7, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.343, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.656, 'Temp soc0': 36.312, 'Temp soc1': 36.718, 'Temp soc2': 38.25, 'Temp tj': 38.656, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 18, 911568), 'uptime': datetime.timedelta(seconds=22652, microseconds=320000), 'CPU1': 2, 'CPU2': 0, 'CPU3': 3, 'CPU4': 2, 'CPU5': 3, 'CPU6': 3, 'RAM': 0.5383997457309978, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 0.0, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.281, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.406, 'Temp soc0': 36.343, 'Temp soc1': 36.625, 'Temp soc2': 38.218, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 19, 12278), 'uptime': datetime.timedelta(seconds=22652, microseconds=320000), 'CPU1': 2, 'CPU2': 0, 'CPU3': 3, 'CPU4': 2, 'CPU5': 3, 'CPU6': 3, 'RAM': 0.5383997457309978, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 0.0, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.281, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.406, 'Temp soc0': 36.343, 'Temp soc1': 36.625, 'Temp soc2': 38.218, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 19, 112908), 'uptime': datetime.timedelta(seconds=22652, microseconds=320000), 'CPU1': 2, 'CPU2': 0, 'CPU3': 3, 'CPU4': 2, 'CPU5': 3, 'CPU6': 3, 'RAM': 0.5383997457309978, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 0.0, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.281, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.406, 'Temp soc0': 36.343, 'Temp soc1': 36.625, 'Temp soc2': 38.218, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 19, 213467), 'uptime': datetime.timedelta(seconds=22652, microseconds=320000), 'CPU1': 2, 'CPU2': 0, 'CPU3': 3, 'CPU4': 2, 'CPU5': 3, 'CPU6': 3, 'RAM': 0.5383997457309978, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 0.0, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.281, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.406, 'Temp soc0': 36.343, 'Temp soc1': 36.625, 'Temp soc2': 38.218, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 19, 314016), 'uptime': datetime.timedelta(seconds=22652, microseconds=320000), 'CPU1': 2, 'CPU2': 0, 'CPU3': 3, 'CPU4': 2, 'CPU5': 3, 'CPU6': 3, 'RAM': 0.5383997457309978, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 0.0, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.281, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.406, 'Temp soc0': 36.343, 'Temp soc1': 36.625, 'Temp soc2': 38.218, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 19, 414612), 'uptime': datetime.timedelta(seconds=22652, microseconds=320000), 'CPU1': 2, 'CPU2': 0, 'CPU3': 3, 'CPU4': 2, 'CPU5': 3, 'CPU6': 3, 'RAM': 0.5383997457309978, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 0.0, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.281, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.406, 'Temp soc0': 36.343, 'Temp soc1': 36.625, 'Temp soc2': 38.218, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 19, 515200), 'uptime': datetime.timedelta(seconds=22652, microseconds=320000), 'CPU1': 2, 'CPU2': 0, 'CPU3': 3, 'CPU4': 2, 'CPU5': 3, 'CPU6': 3, 'RAM': 0.5383997457309978, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 0.0, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.281, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.406, 'Temp soc0': 36.343, 'Temp soc1': 36.625, 'Temp soc2': 38.218, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 19, 615771), 'uptime': datetime.timedelta(seconds=22652, microseconds=320000), 'CPU1': 2, 'CPU2': 0, 'CPU3': 3, 'CPU4': 2, 'CPU5': 3, 'CPU6': 3, 'RAM': 0.5383997457309978, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 0.0, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.281, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.406, 'Temp soc0': 36.343, 'Temp soc1': 36.625, 'Temp soc2': 38.218, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 19, 716320), 'uptime': datetime.timedelta(seconds=22652, microseconds=320000), 'CPU1': 2, 'CPU2': 0, 'CPU3': 3, 'CPU4': 2, 'CPU5': 3, 'CPU6': 3, 'RAM': 0.5383997457309978, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 0.0, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.281, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.406, 'Temp soc0': 36.343, 'Temp soc1': 36.625, 'Temp soc2': 38.218, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 19, 816883), 'uptime': datetime.timedelta(seconds=22652, microseconds=320000), 'CPU1': 2, 'CPU2': 0, 'CPU3': 3, 'CPU4': 2, 'CPU5': 3, 'CPU6': 3, 'RAM': 0.5383997457309978, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 0.0, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.281, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.406, 'Temp soc0': 36.343, 'Temp soc1': 36.625, 'Temp soc2': 38.218, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 19, 917543), 'uptime': datetime.timedelta(seconds=22653, microseconds=320000), 'CPU1': 2, 'CPU2': 1, 'CPU3': 2, 'CPU4': 4, 'CPU5': 1, 'CPU6': 1, 'RAM': 0.5383336152848479, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 8.7, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.156, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.343, 'Temp soc0': 36.406, 'Temp soc1': 36.656, 'Temp soc2': 38.187, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 20, 18292), 'uptime': datetime.timedelta(seconds=22653, microseconds=320000), 'CPU1': 2, 'CPU2': 1, 'CPU3': 2, 'CPU4': 4, 'CPU5': 1, 'CPU6': 1, 'RAM': 0.5383336152848479, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 8.7, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.156, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.343, 'Temp soc0': 36.406, 'Temp soc1': 36.656, 'Temp soc2': 38.187, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 20, 118889), 'uptime': datetime.timedelta(seconds=22653, microseconds=320000), 'CPU1': 2, 'CPU2': 1, 'CPU3': 2, 'CPU4': 4, 'CPU5': 1, 'CPU6': 1, 'RAM': 0.5383336152848479, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 8.7, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.156, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.343, 'Temp soc0': 36.406, 'Temp soc1': 36.656, 'Temp soc2': 38.187, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 20, 219469), 'uptime': datetime.timedelta(seconds=22653, microseconds=320000), 'CPU1': 2, 'CPU2': 1, 'CPU3': 2, 'CPU4': 4, 'CPU5': 1, 'CPU6': 1, 'RAM': 0.5383336152848479, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 8.7, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.156, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.343, 'Temp soc0': 36.406, 'Temp soc1': 36.656, 'Temp soc2': 38.187, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 20, 320046), 'uptime': datetime.timedelta(seconds=22653, microseconds=320000), 'CPU1': 2, 'CPU2': 1, 'CPU3': 2, 'CPU4': 4, 'CPU5': 1, 'CPU6': 1, 'RAM': 0.5383336152848479, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 8.7, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.156, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.343, 'Temp soc0': 36.406, 'Temp soc1': 36.656, 'Temp soc2': 38.187, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 20, 420617), 'uptime': datetime.timedelta(seconds=22653, microseconds=320000), 'CPU1': 2, 'CPU2': 1, 'CPU3': 2, 'CPU4': 4, 'CPU5': 1, 'CPU6': 1, 'RAM': 0.5383336152848479, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 8.7, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.156, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.343, 'Temp soc0': 36.406, 'Temp soc1': 36.656, 'Temp soc2': 38.187, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 20, 521197), 'uptime': datetime.timedelta(seconds=22653, microseconds=320000), 'CPU1': 2, 'CPU2': 1, 'CPU3': 2, 'CPU4': 4, 'CPU5': 1, 'CPU6': 1, 'RAM': 0.5383336152848479, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 8.7, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.156, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.343, 'Temp soc0': 36.406, 'Temp soc1': 36.656, 'Temp soc2': 38.187, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 20, 621795), 'uptime': datetime.timedelta(seconds=22653, microseconds=320000), 'CPU1': 2, 'CPU2': 1, 'CPU3': 2, 'CPU4': 4, 'CPU5': 1, 'CPU6': 1, 'RAM': 0.5383336152848479, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 8.7, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.156, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.343, 'Temp soc0': 36.406, 'Temp soc1': 36.656, 'Temp soc2': 38.187, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 20, 722335), 'uptime': datetime.timedelta(seconds=22653, microseconds=320000), 'CPU1': 2, 'CPU2': 1, 'CPU3': 2, 'CPU4': 4, 'CPU5': 1, 'CPU6': 1, 'RAM': 0.5383336152848479, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 8.7, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.156, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.343, 'Temp soc0': 36.406, 'Temp soc1': 36.656, 'Temp soc2': 38.187, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 20, 822877), 'uptime': datetime.timedelta(seconds=22653, microseconds=320000), 'CPU1': 2, 'CPU2': 1, 'CPU3': 2, 'CPU4': 4, 'CPU5': 1, 'CPU6': 1, 'RAM': 0.5383336152848479, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 8.7, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.156, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.343, 'Temp soc0': 36.406, 'Temp soc1': 36.656, 'Temp soc2': 38.187, 'Temp tj': 38.406, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4160, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 20, 923554), 'uptime': datetime.timedelta(seconds=22654, microseconds=320000), 'CPU1': 2, 'CPU2': 1, 'CPU3': 0, 'CPU4': 4, 'CPU5': 3, 'CPU6': 2, 'RAM': 0.5383320773674956, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 0.0, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.281, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.531, 'Temp soc0': 36.437, 'Temp soc1': 36.625, 'Temp soc2': 38.281, 'Temp tj': 38.531, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4200, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 21, 24296), 'uptime': datetime.timedelta(seconds=22654, microseconds=320000), 'CPU1': 2, 'CPU2': 1, 'CPU3': 0, 'CPU4': 4, 'CPU5': 3, 'CPU6': 2, 'RAM': 0.5383320773674956, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 0.0, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.281, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.531, 'Temp soc0': 36.437, 'Temp soc1': 36.625, 'Temp soc2': 38.281, 'Temp tj': 38.531, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4200, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 21, 124910), 'uptime': datetime.timedelta(seconds=22654, microseconds=320000), 'CPU1': 2, 'CPU2': 1, 'CPU3': 0, 'CPU4': 4, 'CPU5': 3, 'CPU6': 2, 'RAM': 0.5383320773674956, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 0.0, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.281, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.531, 'Temp soc0': 36.437, 'Temp soc1': 36.625, 'Temp soc2': 38.281, 'Temp tj': 38.531, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4200, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 21, 225520), 'uptime': datetime.timedelta(seconds=22654, microseconds=320000), 'CPU1': 2, 'CPU2': 1, 'CPU3': 0, 'CPU4': 4, 'CPU5': 3, 'CPU6': 2, 'RAM': 0.5383320773674956, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 0.0, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.281, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.531, 'Temp soc0': 36.437, 'Temp soc1': 36.625, 'Temp soc2': 38.281, 'Temp tj': 38.531, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4200, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 21, 326067), 'uptime': datetime.timedelta(seconds=22654, microseconds=320000), 'CPU1': 2, 'CPU2': 1, 'CPU3': 0, 'CPU4': 4, 'CPU5': 3, 'CPU6': 2, 'RAM': 0.5383320773674956, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 0.0, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.281, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.531, 'Temp soc0': 36.437, 'Temp soc1': 36.625, 'Temp soc2': 38.281, 'Temp tj': 38.531, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4200, 'jetson_clocks': 'ON', 'nvp model': '15W'}
{'time': datetime.datetime(2024, 11, 28, 0, 34, 21, 426619), 'uptime': datetime.timedelta(seconds=22654, microseconds=320000), 'CPU1': 2, 'CPU2': 1, 'CPU3': 0, 'CPU4': 4, 'CPU5': 3, 'CPU6': 2, 'RAM': 0.5383320773674956, 'SWAP': 0.00013123601772506465, 'EMC': 0, 'GPU': 0.0, 'APE': 'OFF', 'NVDEC': 'OFF', 'NVJPG': 'OFF', 'NVJPG1': 'OFF', 'OFA': 'OFF', 'SE': 'OFF', 'VIC': 'OFF', 'Fan pwmfan0': 34.509803921568626, 'Temp cpu': 38.281, 'Temp cv0': -256, 'Temp cv1': -256, 'Temp cv2': -256, 'Temp gpu': 38.531, 'Temp soc0': 36.437, 'Temp soc1': 36.625, 'Temp soc2': 38.281, 'Temp tj': 38.531, 'Power VDD_CPU_GPU_CV': 1000, 'Power VDD_SOC': 1320, 'Power TOT': 4200, 'jetson_clocks': 'ON', 'nvp model': '15W'}
