Loop Run Count,Model,Device,Load Time,Transform Time,Predict Time,Image Name,Resolution,Inference Time,Accuracy,Argmax Class,TopK Class
62,mobilenetv3,cpu,2024-11-12 01:43:55.384268+00:00,2024-11-12 01:43:55.391889+00:00,2024-11-12 01:43:55.402705+00:00,cat_0.jpg,640x481,1.1358,14.485,water jug,water jug
62,mobilenetv3,cpu,2024-11-12 01:43:56.521835+00:00,2024-11-12 01:43:56.524344+00:00,2024-11-12 01:43:56.534969+00:00,cat_1.jpg,441x350,1.0142,53.589,"tabby, tabby cat","tabby, tabby cat"
62,mobilenetv3,cpu,2024-11-12 01:43:57.537835+00:00,2024-11-12 01:43:57.543308+00:00,2024-11-12 01:43:57.556230+00:00,cat_2.jpg,356x500,1.0314,99.132,Persian cat,Persian cat
62,mobilenetv3,cpu,2024-11-12 01:43:58.570921+00:00,2024-11-12 01:43:58.575777+00:00,2024-11-12 01:43:58.585466+00:00,dog_0.jpg,375x500,1.0738,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
62,mobilenetv3,cpu,2024-11-12 01:43:59.646590+00:00,2024-11-12 01:43:59.651608+00:00,2024-11-12 01:43:59.658525+00:00,dog_1.jpg,375x500,0.9878,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
63,mobilenetv3,cpu,2024-11-12 01:44:00.636313+00:00,2024-11-12 01:44:00.638687+00:00,2024-11-12 01:44:00.647543+00:00,1.jpg,499x381,1.0041,40.332,Italian greyhound,Italian greyhound
63,mobilenetv3,cpu,2024-11-12 01:44:01.642163+00:00,2024-11-12 01:44:01.651660+00:00,2024-11-12 01:44:01.659613+00:00,cat_0.jpg,640x481,0.9434,14.485,water jug,water jug
63,mobilenetv3,cpu,2024-11-12 01:44:02.587328+00:00,2024-11-12 01:44:02.589840+00:00,2024-11-12 01:44:02.596736+00:00,cat_1.jpg,441x350,0.9026,53.589,"tabby, tabby cat","tabby, tabby cat"
63,mobilenetv3,cpu,2024-11-12 01:44:03.491655+00:00,2024-11-12 01:44:03.497006+00:00,2024-11-12 01:44:03.514123+00:00,cat_2.jpg,356x500,1.1538,99.132,Persian cat,Persian cat
63,mobilenetv3,cpu,2024-11-12 01:44:04.647244+00:00,2024-11-12 01:44:04.651836+00:00,2024-11-12 01:44:04.658822+00:00,dog_0.jpg,375x500,0.8538,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
63,mobilenetv3,cpu,2024-11-12 01:44:05.502851+00:00,2024-11-12 01:44:05.507642+00:00,2024-11-12 01:44:05.514549+00:00,dog_1.jpg,375x500,0.8992,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
64,mobilenetv3,cpu,2024-11-12 01:44:06.404131+00:00,2024-11-12 01:44:06.406525+00:00,2024-11-12 01:44:06.413783+00:00,1.jpg,499x381,0.9907,40.332,Italian greyhound,Italian greyhound
64,mobilenetv3,cpu,2024-11-12 01:44:07.396550+00:00,2024-11-12 01:44:07.404016+00:00,2024-11-12 01:44:07.412425+00:00,cat_0.jpg,640x481,0.9894,14.485,water jug,water jug
64,mobilenetv3,cpu,2024-11-12 01:44:08.387856+00:00,2024-11-12 01:44:08.390326+00:00,2024-11-12 01:44:08.397068+00:00,cat_1.jpg,441x350,0.7355,53.589,"tabby, tabby cat","tabby, tabby cat"
64,mobilenetv3,cpu,2024-11-12 01:44:09.125131+00:00,2024-11-12 01:44:09.130618+00:00,2024-11-12 01:44:09.140140+00:00,cat_2.jpg,356x500,0.9141,99.132,Persian cat,Persian cat
64,mobilenetv3,cpu,2024-11-12 01:44:10.040998+00:00,2024-11-12 01:44:10.045588+00:00,2024-11-12 01:44:10.056559+00:00,dog_0.jpg,375x500,0.8823,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
64,mobilenetv3,cpu,2024-11-12 01:44:10.925055+00:00,2024-11-12 01:44:10.929772+00:00,2024-11-12 01:44:10.936765+00:00,dog_1.jpg,375x500,0.9695,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
65,mobilenetv3,cpu,2024-11-12 01:44:11.896715+00:00,2024-11-12 01:44:11.899078+00:00,2024-11-12 01:44:11.905993+00:00,1.jpg,499x381,0.7982,40.332,Italian greyhound,Italian greyhound
65,mobilenetv3,cpu,2024-11-12 01:44:12.697091+00:00,2024-11-12 01:44:12.711512+00:00,2024-11-12 01:44:12.726007+00:00,cat_0.jpg,640x481,0.9695,14.485,water jug,water jug
65,mobilenetv3,cpu,2024-11-12 01:44:13.668416+00:00,2024-11-12 01:44:13.670894+00:00,2024-11-12 01:44:13.677744+00:00,cat_1.jpg,441x350,0.5614,53.589,"tabby, tabby cat","tabby, tabby cat"
65,mobilenetv3,cpu,2024-11-12 01:44:14.233252+00:00,2024-11-12 01:44:14.238630+00:00,2024-11-12 01:44:14.245545+00:00,cat_2.jpg,356x500,1.0208,99.132,Persian cat,Persian cat
65,mobilenetv3,cpu,2024-11-12 01:44:15.256074+00:00,2024-11-12 01:44:15.261344+00:00,2024-11-12 01:44:15.268412+00:00,dog_0.jpg,375x500,0.736,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
65,mobilenetv3,cpu,2024-11-12 01:44:15.993867+00:00,2024-11-12 01:44:15.998606+00:00,2024-11-12 01:44:16.002833+00:00,dog_1.jpg,375x500,0.4625,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
66,mobilenetv3,cpu,2024-11-12 01:44:16.458411+00:00,2024-11-12 01:44:16.460901+00:00,2024-11-12 01:44:16.468002+00:00,1.jpg,499x381,0.9522,40.332,Italian greyhound,Italian greyhound
66,mobilenetv3,cpu,2024-11-12 01:44:17.412343+00:00,2024-11-12 01:44:17.419817+00:00,2024-11-12 01:44:17.431201+00:00,cat_0.jpg,640x481,0.992,14.485,water jug,water jug
66,mobilenetv3,cpu,2024-11-12 01:44:18.406131+00:00,2024-11-12 01:44:18.408669+00:00,2024-11-12 01:44:18.418458+00:00,cat_1.jpg,441x350,1.1228,53.589,"tabby, tabby cat","tabby, tabby cat"
66,mobilenetv3,cpu,2024-11-12 01:44:19.530718+00:00,2024-11-12 01:44:19.536110+00:00,2024-11-12 01:44:19.542962+00:00,cat_2.jpg,356x500,0.9997,99.132,Persian cat,Persian cat
66,mobilenetv3,cpu,2024-11-12 01:44:20.532336+00:00,2024-11-12 01:44:20.536931+00:00,2024-11-12 01:44:20.544124+00:00,dog_0.jpg,375x500,0.7867,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
66,mobilenetv3,cpu,2024-11-12 01:44:21.320891+00:00,2024-11-12 01:44:21.325748+00:00,2024-11-12 01:44:21.334149+00:00,dog_1.jpg,375x500,1.0392,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
67,mobilenetv3,cpu,2024-11-12 01:44:22.362122+00:00,2024-11-12 01:44:22.364613+00:00,2024-11-12 01:44:22.377896+00:00,1.jpg,499x381,1.0314,40.332,Italian greyhound,Italian greyhound
67,mobilenetv3,cpu,2024-11-12 01:44:23.395307+00:00,2024-11-12 01:44:23.402795+00:00,2024-11-12 01:44:23.413940+00:00,cat_0.jpg,640x481,0.9972,14.485,water jug,water jug
67,mobilenetv3,cpu,2024-11-12 01:44:24.394780+00:00,2024-11-12 01:44:24.397274+00:00,2024-11-12 01:44:24.403089+00:00,cat_1.jpg,441x350,0.8337,53.589,"tabby, tabby cat","tabby, tabby cat"
67,mobilenetv3,cpu,2024-11-12 01:44:25.230195+00:00,2024-11-12 01:44:25.235574+00:00,2024-11-12 01:44:25.241736+00:00,cat_2.jpg,356x500,1.0015,99.132,Persian cat,Persian cat
67,mobilenetv3,cpu,2024-11-12 01:44:26.233460+00:00,2024-11-12 01:44:26.238069+00:00,2024-11-12 01:44:26.244920+00:00,dog_0.jpg,375x500,0.8104,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
67,mobilenetv3,cpu,2024-11-12 01:44:27.045637+00:00,2024-11-12 01:44:27.050397+00:00,2024-11-12 01:44:27.057484+00:00,dog_1.jpg,375x500,0.7635,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
68,mobilenetv3,cpu,2024-11-12 01:44:27.811212+00:00,2024-11-12 01:44:27.813631+00:00,2024-11-12 01:44:27.820661+00:00,1.jpg,499x381,0.3715,40.332,Italian greyhound,Italian greyhound
68,mobilenetv3,cpu,2024-11-12 01:44:28.187186+00:00,2024-11-12 01:44:28.194675+00:00,2024-11-12 01:44:28.199793+00:00,cat_0.jpg,640x481,0.5697,14.485,water jug,water jug
68,mobilenetv3,cpu,2024-11-12 01:44:28.758676+00:00,2024-11-12 01:44:28.761176+00:00,2024-11-12 01:44:28.768013+00:00,cat_1.jpg,441x350,0.9609,53.589,"tabby, tabby cat","tabby, tabby cat"
68,mobilenetv3,cpu,2024-11-12 01:44:29.721369+00:00,2024-11-12 01:44:29.726693+00:00,2024-11-12 01:44:29.736001+00:00,cat_2.jpg,356x500,1.0211,99.132,Persian cat,Persian cat
68,mobilenetv3,cpu,2024-11-12 01:44:30.744265+00:00,2024-11-12 01:44:30.748880+00:00,2024-11-12 01:44:30.755805+00:00,dog_0.jpg,375x500,1.0122,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
68,mobilenetv3,cpu,2024-11-12 01:44:31.758742+00:00,2024-11-12 01:44:31.765029+00:00,2024-11-12 01:44:31.769348+00:00,dog_1.jpg,375x500,0.4769,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
69,mobilenetv3,cpu,2024-11-12 01:44:32.237603+00:00,2024-11-12 01:44:32.240042+00:00,2024-11-12 01:44:32.257144+00:00,1.jpg,499x381,1.1842,40.332,Italian greyhound,Italian greyhound
69,mobilenetv3,cpu,2024-11-12 01:44:33.423539+00:00,2024-11-12 01:44:33.430976+00:00,2024-11-12 01:44:33.439086+00:00,cat_0.jpg,640x481,0.8658,14.485,water jug,water jug
69,mobilenetv3,cpu,2024-11-12 01:44:34.291024+00:00,2024-11-12 01:44:34.293536+00:00,2024-11-12 01:44:34.300223+00:00,cat_1.jpg,441x350,0.9904,53.589,"tabby, tabby cat","tabby, tabby cat"
69,mobilenetv3,cpu,2024-11-12 01:44:35.283173+00:00,2024-11-12 01:44:35.288527+00:00,2024-11-12 01:44:35.305757+00:00,cat_2.jpg,356x500,1.2764,99.132,Persian cat,Persian cat
69,mobilenetv3,cpu,2024-11-12 01:44:36.561380+00:00,2024-11-12 01:44:36.565970+00:00,2024-11-12 01:44:36.577393+00:00,dog_0.jpg,375x500,0.9718,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
69,mobilenetv3,cpu,2024-11-12 01:44:37.534849+00:00,2024-11-12 01:44:37.539597+00:00,2024-11-12 01:44:37.550453+00:00,dog_1.jpg,375x500,1.164,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
70,mobilenetv3,cpu,2024-11-12 01:44:38.700867+00:00,2024-11-12 01:44:38.703258+00:00,2024-11-12 01:44:38.710174+00:00,1.jpg,499x381,0.81,40.332,Italian greyhound,Italian greyhound
70,mobilenetv3,cpu,2024-11-12 01:44:39.512662+00:00,2024-11-12 01:44:39.520121+00:00,2024-11-12 01:44:39.532607+00:00,cat_0.jpg,640x481,1.0247,14.485,water jug,water jug
70,mobilenetv3,cpu,2024-11-12 01:44:40.539116+00:00,2024-11-12 01:44:40.541644+00:00,2024-11-12 01:44:40.548285+00:00,cat_1.jpg,441x350,0.9276,53.589,"tabby, tabby cat","tabby, tabby cat"
70,mobilenetv3,cpu,2024-11-12 01:44:41.468556+00:00,2024-11-12 01:44:41.473912+00:00,2024-11-12 01:44:41.481096+00:00,cat_2.jpg,356x500,0.9856,99.132,Persian cat,Persian cat
70,mobilenetv3,cpu,2024-11-12 01:44:42.455995+00:00,2024-11-12 01:44:42.460587+00:00,2024-11-12 01:44:42.469384+00:00,dog_0.jpg,375x500,0.9679,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
70,mobilenetv3,cpu,2024-11-12 01:44:43.425627+00:00,2024-11-12 01:44:43.430363+00:00,2024-11-12 01:44:43.440039+00:00,dog_1.jpg,375x500,1.0182,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
71,mobilenetv3,cpu,2024-11-12 01:44:44.445795+00:00,2024-11-12 01:44:44.448203+00:00,2024-11-12 01:44:44.455194+00:00,1.jpg,499x381,0.3471,40.332,Italian greyhound,Italian greyhound
71,mobilenetv3,cpu,2024-11-12 01:44:44.794834+00:00,2024-11-12 01:44:44.802787+00:00,2024-11-12 01:44:44.820849+00:00,cat_0.jpg,640x481,0.7616,14.485,water jug,water jug
71,mobilenetv3,cpu,2024-11-12 01:44:45.558253+00:00,2024-11-12 01:44:45.560809+00:00,2024-11-12 01:44:45.567450+00:00,cat_1.jpg,441x350,0.885,53.589,"tabby, tabby cat","tabby, tabby cat"
71,mobilenetv3,cpu,2024-11-12 01:44:46.445048+00:00,2024-11-12 01:44:46.450417+00:00,2024-11-12 01:44:46.459214+00:00,cat_2.jpg,356x500,1.0649,99.132,Persian cat,Persian cat
71,mobilenetv3,cpu,2024-11-12 01:44:47.511766+00:00,2024-11-12 01:44:47.516391+00:00,2024-11-12 01:44:47.523408+00:00,dog_0.jpg,375x500,0.9139,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
71,mobilenetv3,cpu,2024-11-12 01:44:48.427480+00:00,2024-11-12 01:44:48.432233+00:00,2024-11-12 01:44:48.447041+00:00,dog_1.jpg,375x500,1.0562,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
72,mobilenetv3,cpu,2024-11-12 01:44:49.486182+00:00,2024-11-12 01:44:49.488613+00:00,2024-11-12 01:44:49.505286+00:00,1.jpg,499x381,1.0393,40.332,Italian greyhound,Italian greyhound
72,mobilenetv3,cpu,2024-11-12 01:44:50.527265+00:00,2024-11-12 01:44:50.534757+00:00,2024-11-12 01:44:50.542650+00:00,cat_0.jpg,640x481,0.603,14.485,water jug,water jug
72,mobilenetv3,cpu,2024-11-12 01:44:51.132051+00:00,2024-11-12 01:44:51.134523+00:00,2024-11-12 01:44:51.141496+00:00,cat_1.jpg,441x350,0.5404,53.589,"tabby, tabby cat","tabby, tabby cat"
72,mobilenetv3,cpu,2024-11-12 01:44:51.674153+00:00,2024-11-12 01:44:51.679568+00:00,2024-11-12 01:44:51.686493+00:00,cat_2.jpg,356x500,0.6125,99.132,Persian cat,Persian cat
72,mobilenetv3,cpu,2024-11-12 01:44:52.288352+00:00,2024-11-12 01:44:52.292968+00:00,2024-11-12 01:44:52.299972+00:00,dog_0.jpg,375x500,0.9812,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
72,mobilenetv3,cpu,2024-11-12 01:44:53.271298+00:00,2024-11-12 01:44:53.276084+00:00,2024-11-12 01:44:53.293341+00:00,dog_1.jpg,375x500,1.0669,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
73,mobilenetv3,cpu,2024-11-12 01:44:54.340165+00:00,2024-11-12 01:44:54.342542+00:00,2024-11-12 01:44:54.349604+00:00,1.jpg,499x381,1.0043,40.332,Italian greyhound,Italian greyhound
73,mobilenetv3,cpu,2024-11-12 01:44:55.346222+00:00,2024-11-12 01:44:55.353701+00:00,2024-11-12 01:44:55.361999+00:00,cat_0.jpg,640x481,1.108,14.485,water jug,water jug
73,mobilenetv3,cpu,2024-11-12 01:44:56.456093+00:00,2024-11-12 01:44:56.458567+00:00,2024-11-12 01:44:56.465431+00:00,cat_1.jpg,441x350,0.3935,53.589,"tabby, tabby cat","tabby, tabby cat"
73,mobilenetv3,cpu,2024-11-12 01:44:56.851280+00:00,2024-11-12 01:44:56.856627+00:00,2024-11-12 01:44:56.863532+00:00,cat_2.jpg,356x500,0.392,99.132,Persian cat,Persian cat
73,mobilenetv3,cpu,2024-11-12 01:44:57.244614+00:00,2024-11-12 01:44:57.251570+00:00,2024-11-12 01:44:57.261226+00:00,dog_0.jpg,375x500,0.8972,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
73,mobilenetv3,cpu,2024-11-12 01:44:58.143519+00:00,2024-11-12 01:44:58.148232+00:00,2024-11-12 01:44:58.155208+00:00,dog_1.jpg,375x500,1.079,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
74,mobilenetv3,cpu,2024-11-12 01:44:59.227343+00:00,2024-11-12 01:44:59.229821+00:00,2024-11-12 01:44:59.239600+00:00,1.jpg,499x381,0.9779,40.332,Italian greyhound,Italian greyhound
74,mobilenetv3,cpu,2024-11-12 01:45:00.206910+00:00,2024-11-12 01:45:00.214395+00:00,2024-11-12 01:45:00.222342+00:00,cat_0.jpg,640x481,0.6109,14.485,water jug,water jug
74,mobilenetv3,cpu,2024-11-12 01:45:00.819595+00:00,2024-11-12 01:45:00.822113+00:00,2024-11-12 01:45:00.829066+00:00,cat_1.jpg,441x350,1.01,53.589,"tabby, tabby cat","tabby, tabby cat"
74,mobilenetv3,cpu,2024-11-12 01:45:01.831427+00:00,2024-11-12 01:45:01.836786+00:00,2024-11-12 01:45:01.854098+00:00,cat_2.jpg,356x500,1.0509,99.132,Persian cat,Persian cat
74,mobilenetv3,cpu,2024-11-12 01:45:02.884491+00:00,2024-11-12 01:45:02.889115+00:00,2024-11-12 01:45:02.895510+00:00,dog_0.jpg,375x500,1.0174,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
74,mobilenetv3,cpu,2024-11-12 01:45:03.903696+00:00,2024-11-12 01:45:03.908423+00:00,2024-11-12 01:45:03.923098+00:00,dog_1.jpg,375x500,1.1183,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
75,mobilenetv3,cpu,2024-11-12 01:45:05.024305+00:00,2024-11-12 01:45:05.026743+00:00,2024-11-12 01:45:05.036193+00:00,1.jpg,499x381,0.9776,40.332,Italian greyhound,Italian greyhound
75,mobilenetv3,cpu,2024-11-12 01:45:06.003654+00:00,2024-11-12 01:45:06.011144+00:00,2024-11-12 01:45:06.025693+00:00,cat_0.jpg,640x481,0.8949,14.485,water jug,water jug
75,mobilenetv3,cpu,2024-11-12 01:45:06.900254+00:00,2024-11-12 01:45:06.902726+00:00,2024-11-12 01:45:06.912455+00:00,cat_1.jpg,441x350,1.0419,53.589,"tabby, tabby cat","tabby, tabby cat"
75,mobilenetv3,cpu,2024-11-12 01:45:07.943994+00:00,2024-11-12 01:45:07.949338+00:00,2024-11-12 01:45:07.956391+00:00,cat_2.jpg,356x500,0.8775,99.132,Persian cat,Persian cat
75,mobilenetv3,cpu,2024-11-12 01:45:08.823735+00:00,2024-11-12 01:45:08.828322+00:00,2024-11-12 01:45:08.845275+00:00,dog_0.jpg,375x500,1.052,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
75,mobilenetv3,cpu,2024-11-12 01:45:09.877485+00:00,2024-11-12 01:45:09.882206+00:00,2024-11-12 01:45:09.890980+00:00,dog_1.jpg,375x500,1.0328,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
76,mobilenetv3,cpu,2024-11-12 01:45:10.912247+00:00,2024-11-12 01:45:10.914628+00:00,2024-11-12 01:45:10.926144+00:00,1.jpg,499x381,1.0985,40.332,Italian greyhound,Italian greyhound
76,mobilenetv3,cpu,2024-11-12 01:45:12.012613+00:00,2024-11-12 01:45:12.020158+00:00,2024-11-12 01:45:12.029830+00:00,cat_0.jpg,640x481,0.9201,14.485,water jug,water jug
76,mobilenetv3,cpu,2024-11-12 01:45:12.934589+00:00,2024-11-12 01:45:12.937134+00:00,2024-11-12 01:45:12.943953+00:00,cat_1.jpg,441x350,1.0296,53.589,"tabby, tabby cat","tabby, tabby cat"
76,mobilenetv3,cpu,2024-11-12 01:45:13.965541+00:00,2024-11-12 01:45:13.971367+00:00,2024-11-12 01:45:13.978567+00:00,cat_2.jpg,356x500,0.9204,99.132,Persian cat,Persian cat
76,mobilenetv3,cpu,2024-11-12 01:45:14.887728+00:00,2024-11-12 01:45:14.892315+00:00,2024-11-12 01:45:14.902035+00:00,dog_0.jpg,375x500,1.0703,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
76,mobilenetv3,cpu,2024-11-12 01:45:15.959803+00:00,2024-11-12 01:45:15.964560+00:00,2024-11-12 01:45:15.971921+00:00,dog_1.jpg,375x500,0.8094,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
77,mobilenetv3,cpu,2024-11-12 01:45:16.771174+00:00,2024-11-12 01:45:16.773596+00:00,2024-11-12 01:45:16.780884+00:00,1.jpg,499x381,1.0467,40.332,Italian greyhound,Italian greyhound
77,mobilenetv3,cpu,2024-11-12 01:45:17.819639+00:00,2024-11-12 01:45:17.827074+00:00,2024-11-12 01:45:17.835595+00:00,cat_0.jpg,640x481,0.9051,14.485,water jug,water jug
77,mobilenetv3,cpu,2024-11-12 01:45:18.726576+00:00,2024-11-12 01:45:18.729149+00:00,2024-11-12 01:45:18.736897+00:00,cat_1.jpg,441x350,0.9172,53.589,"tabby, tabby cat","tabby, tabby cat"
77,mobilenetv3,cpu,2024-11-12 01:45:19.645566+00:00,2024-11-12 01:45:19.650899+00:00,2024-11-12 01:45:19.662112+00:00,cat_2.jpg,356x500,0.9357,99.132,Persian cat,Persian cat
77,mobilenetv3,cpu,2024-11-12 01:45:20.582964+00:00,2024-11-12 01:45:20.587541+00:00,2024-11-12 01:45:20.597041+00:00,dog_0.jpg,375x500,0.9274,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
77,mobilenetv3,cpu,2024-11-12 01:45:21.512204+00:00,2024-11-12 01:45:21.516953+00:00,2024-11-12 01:45:21.526400+00:00,dog_1.jpg,375x500,0.6744,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
78,mobilenetv3,cpu,2024-11-12 01:45:22.189025+00:00,2024-11-12 01:45:22.191454+00:00,2024-11-12 01:45:22.205921+00:00,1.jpg,499x381,0.9548,40.332,Italian greyhound,Italian greyhound
78,mobilenetv3,cpu,2024-11-12 01:45:23.145656+00:00,2024-11-12 01:45:23.153200+00:00,2024-11-12 01:45:23.161172+00:00,cat_0.jpg,640x481,0.9289,14.485,water jug,water jug
78,mobilenetv3,cpu,2024-11-12 01:45:24.076888+00:00,2024-11-12 01:45:24.079387+00:00,2024-11-12 01:45:24.093393+00:00,cat_1.jpg,441x350,0.7933,53.589,"tabby, tabby cat","tabby, tabby cat"
78,mobilenetv3,cpu,2024-11-12 01:45:24.872420+00:00,2024-11-12 01:45:24.877755+00:00,2024-11-12 01:45:24.884833+00:00,cat_2.jpg,356x500,0.9211,99.132,Persian cat,Persian cat
78,mobilenetv3,cpu,2024-11-12 01:45:25.795250+00:00,2024-11-12 01:45:25.799851+00:00,2024-11-12 01:45:25.806866+00:00,dog_0.jpg,375x500,0.3789,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
78,mobilenetv3,cpu,2024-11-12 01:45:26.175813+00:00,2024-11-12 01:45:26.180743+00:00,2024-11-12 01:45:26.185082+00:00,dog_1.jpg,375x500,0.5381,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
79,mobilenetv3,cpu,2024-11-12 01:45:26.716351+00:00,2024-11-12 01:45:26.718732+00:00,2024-11-12 01:45:26.725732+00:00,1.jpg,499x381,0.9045,40.332,Italian greyhound,Italian greyhound
79,mobilenetv3,cpu,2024-11-12 01:45:27.622575+00:00,2024-11-12 01:45:27.630075+00:00,2024-11-12 01:45:27.643124+00:00,cat_0.jpg,640x481,0.723,14.485,water jug,water jug
79,mobilenetv3,cpu,2024-11-12 01:45:28.349953+00:00,2024-11-12 01:45:28.352781+00:00,2024-11-12 01:45:28.356758+00:00,cat_1.jpg,441x350,0.7572,53.589,"tabby, tabby cat","tabby, tabby cat"
79,mobilenetv3,cpu,2024-11-12 01:45:29.109027+00:00,2024-11-12 01:45:29.114392+00:00,2024-11-12 01:45:29.121358+00:00,cat_2.jpg,356x500,1.0248,99.132,Persian cat,Persian cat
79,mobilenetv3,cpu,2024-11-12 01:45:30.136130+00:00,2024-11-12 01:45:30.140731+00:00,2024-11-12 01:45:30.152605+00:00,dog_0.jpg,375x500,1.1075,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
79,mobilenetv3,cpu,2024-11-12 01:45:31.245488+00:00,2024-11-12 01:45:31.250493+00:00,2024-11-12 01:45:31.265246+00:00,dog_1.jpg,375x500,1.0464,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
80,mobilenetv3,cpu,2024-11-12 01:45:32.294476+00:00,2024-11-12 01:45:32.296898+00:00,2024-11-12 01:45:32.303944+00:00,1.jpg,499x381,0.8934,40.332,Italian greyhound,Italian greyhound
80,mobilenetv3,cpu,2024-11-12 01:45:33.190142+00:00,2024-11-12 01:45:33.197680+00:00,2024-11-12 01:45:33.214957+00:00,cat_0.jpg,640x481,0.8701,14.485,water jug,water jug
80,mobilenetv3,cpu,2024-11-12 01:45:34.062052+00:00,2024-11-12 01:45:34.064570+00:00,2024-11-12 01:45:34.073821+00:00,cat_1.jpg,441x350,0.9718,53.589,"tabby, tabby cat","tabby, tabby cat"
80,mobilenetv3,cpu,2024-11-12 01:45:35.035669+00:00,2024-11-12 01:45:35.040996+00:00,2024-11-12 01:45:35.052503+00:00,cat_2.jpg,356x500,1.0477,99.132,Persian cat,Persian cat
80,mobilenetv3,cpu,2024-11-12 01:45:36.085131+00:00,2024-11-12 01:45:36.089685+00:00,2024-11-12 01:45:36.099032+00:00,dog_0.jpg,375x500,0.9036,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
80,mobilenetv3,cpu,2024-11-12 01:45:36.990368+00:00,2024-11-12 01:45:36.995200+00:00,2024-11-12 01:45:37.002126+00:00,dog_1.jpg,375x500,0.5034,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
81,mobilenetv3,cpu,2024-11-12 01:45:37.495876+00:00,2024-11-12 01:45:37.498259+00:00,2024-11-12 01:45:37.505366+00:00,1.jpg,499x381,1.0039,40.332,Italian greyhound,Italian greyhound
81,mobilenetv3,cpu,2024-11-12 01:45:38.501480+00:00,2024-11-12 01:45:38.509080+00:00,2024-11-12 01:45:38.516940+00:00,cat_0.jpg,640x481,0.6371,14.485,water jug,water jug
81,mobilenetv3,cpu,2024-11-12 01:45:39.140391+00:00,2024-11-12 01:45:39.142879+00:00,2024-11-12 01:45:39.146947+00:00,cat_1.jpg,441x350,0.9282,53.589,"tabby, tabby cat","tabby, tabby cat"
81,mobilenetv3,cpu,2024-11-12 01:45:40.070352+00:00,2024-11-12 01:45:40.077472+00:00,2024-11-12 01:45:40.084163+00:00,cat_2.jpg,356x500,0.9951,99.132,Persian cat,Persian cat
81,mobilenetv3,cpu,2024-11-12 01:45:41.067722+00:00,2024-11-12 01:45:41.072315+00:00,2024-11-12 01:45:41.080727+00:00,dog_0.jpg,375x500,1.0208,69.595,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
81,mobilenetv3,cpu,2024-11-12 01:45:42.090835+00:00,2024-11-12 01:45:42.095578+00:00,2024-11-12 01:45:42.111260+00:00,dog_1.jpg,375x500,0.9445,81.686,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
