Loop Run Count,Model,Device,Load Time,Transform Time,Predict Time,Image Name,Resolution,Inference Time,Accuracy,Argmax Class,TopK Class
2,resnet50,cpu,2024-11-12 01:06:46.029887+00:00,2024-11-12 01:06:46.035241+00:00,2024-11-12 01:06:46.048376+00:00,cat_2.jpg,356x500,0.3114,99.542,Persian cat,Persian cat
2,resnet50,cpu,2024-11-12 01:06:46.343147+00:00,2024-11-12 01:06:46.347758+00:00,2024-11-12 01:06:46.359838+00:00,dog_0.jpg,375x500,0.3208,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
2,resnet50,cpu,2024-11-12 01:06:46.665958+00:00,2024-11-12 01:06:46.670696+00:00,2024-11-12 01:06:46.679450+00:00,dog_1.jpg,375x500,0.3847,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
3,resnet50,cpu,2024-11-12 01:06:47.052810+00:00,2024-11-12 01:06:47.055194+00:00,2024-11-12 01:06:47.072476+00:00,1.jpg,499x381,0.4754,19.451,Border collie,Border collie
3,resnet50,cpu,2024-11-12 01:06:47.530146+00:00,2024-11-12 01:06:47.537666+00:00,2024-11-12 01:06:47.555753+00:00,cat_0.jpg,640x481,0.5095,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
3,resnet50,cpu,2024-11-12 01:06:48.041609+00:00,2024-11-12 01:06:48.044157+00:00,2024-11-12 01:06:48.057010+00:00,cat_1.jpg,441x350,0.3312,64.667,"tabby, tabby cat","tabby, tabby cat"
3,resnet50,cpu,2024-11-12 01:06:48.374725+00:00,2024-11-12 01:06:48.380124+00:00,2024-11-12 01:06:48.389853+00:00,cat_2.jpg,356x500,0.3312,99.542,Persian cat,Persian cat
3,resnet50,cpu,2024-11-12 01:06:48.707836+00:00,2024-11-12 01:06:48.712414+00:00,2024-11-12 01:06:48.721896+00:00,dog_0.jpg,375x500,0.3227,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
3,resnet50,cpu,2024-11-12 01:06:49.032467+00:00,2024-11-12 01:06:49.037235+00:00,2024-11-12 01:06:49.046883+00:00,dog_1.jpg,375x500,0.4455,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
4,resnet50,cpu,2024-11-12 01:06:49.480071+00:00,2024-11-12 01:06:49.482438+00:00,2024-11-12 01:06:49.499636+00:00,1.jpg,499x381,0.509,19.451,Border collie,Border collie
4,resnet50,cpu,2024-11-12 01:06:49.990826+00:00,2024-11-12 01:06:49.998285+00:00,2024-11-12 01:06:50.014185+00:00,cat_0.jpg,640x481,0.4026,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
4,resnet50,cpu,2024-11-12 01:06:50.395301+00:00,2024-11-12 01:06:50.397822+00:00,2024-11-12 01:06:50.423258+00:00,cat_1.jpg,441x350,0.4793,64.667,"tabby, tabby cat","tabby, tabby cat"
4,resnet50,cpu,2024-11-12 01:06:50.876549+00:00,2024-11-12 01:06:50.881922+00:00,2024-11-12 01:06:50.899099+00:00,cat_2.jpg,356x500,0.4859,99.542,Persian cat,Persian cat
4,resnet50,cpu,2024-11-12 01:06:51.364330+00:00,2024-11-12 01:06:51.368910+00:00,2024-11-12 01:06:51.381069+00:00,dog_0.jpg,375x500,0.3677,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
4,resnet50,cpu,2024-11-12 01:06:51.733813+00:00,2024-11-12 01:06:51.738543+00:00,2024-11-12 01:06:51.748142+00:00,dog_1.jpg,375x500,0.3545,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
5,resnet50,cpu,2024-11-12 01:06:52.090306+00:00,2024-11-12 01:06:52.092788+00:00,2024-11-12 01:06:52.101577+00:00,1.jpg,499x381,0.2227,19.451,Border collie,Border collie
5,resnet50,cpu,2024-11-12 01:06:52.314784+00:00,2024-11-12 01:06:52.322224+00:00,2024-11-12 01:06:52.330049+00:00,cat_0.jpg,640x481,0.3437,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
5,resnet50,cpu,2024-11-12 01:06:52.660380+00:00,2024-11-12 01:06:52.662899+00:00,2024-11-12 01:06:52.672217+00:00,cat_1.jpg,441x350,0.3329,64.667,"tabby, tabby cat","tabby, tabby cat"
5,resnet50,cpu,2024-11-12 01:06:52.995136+00:00,2024-11-12 01:06:53.000512+00:00,2024-11-12 01:06:53.018905+00:00,cat_2.jpg,356x500,0.4228,99.542,Persian cat,Persian cat
5,resnet50,cpu,2024-11-12 01:06:53.422475+00:00,2024-11-12 01:06:53.427387+00:00,2024-11-12 01:06:53.440353+00:00,dog_0.jpg,375x500,0.4609,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
5,resnet50,cpu,2024-11-12 01:06:53.885103+00:00,2024-11-12 01:06:53.889852+00:00,2024-11-12 01:06:53.907086+00:00,dog_1.jpg,375x500,0.4934,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
6,resnet50,cpu,2024-11-12 01:06:54.380689+00:00,2024-11-12 01:06:54.383083+00:00,2024-11-12 01:06:54.400672+00:00,1.jpg,499x381,0.4528,19.451,Border collie,Border collie
6,resnet50,cpu,2024-11-12 01:06:54.835378+00:00,2024-11-12 01:06:54.842927+00:00,2024-11-12 01:06:54.853385+00:00,cat_0.jpg,640x481,0.4656,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
6,resnet50,cpu,2024-11-12 01:06:55.302783+00:00,2024-11-12 01:06:55.305295+00:00,2024-11-12 01:06:55.322163+00:00,cat_1.jpg,441x350,0.4745,64.667,"tabby, tabby cat","tabby, tabby cat"
6,resnet50,cpu,2024-11-12 01:06:55.779090+00:00,2024-11-12 01:06:55.784489+00:00,2024-11-12 01:06:55.801747+00:00,cat_2.jpg,356x500,0.5073,99.542,Persian cat,Persian cat
6,resnet50,cpu,2024-11-12 01:06:56.288232+00:00,2024-11-12 01:06:56.292837+00:00,2024-11-12 01:06:56.310017+00:00,dog_0.jpg,375x500,0.4119,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
6,resnet50,cpu,2024-11-12 01:06:56.701965+00:00,2024-11-12 01:06:56.706717+00:00,2024-11-12 01:06:56.717767+00:00,dog_1.jpg,375x500,0.3699,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
7,resnet50,cpu,2024-11-12 01:06:57.073880+00:00,2024-11-12 01:06:57.076320+00:00,2024-11-12 01:06:57.093567+00:00,1.jpg,499x381,0.4275,19.451,Border collie,Border collie
7,resnet50,cpu,2024-11-12 01:06:57.503213+00:00,2024-11-12 01:06:57.510685+00:00,2024-11-12 01:06:57.521805+00:00,cat_0.jpg,640x481,0.3868,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
7,resnet50,cpu,2024-11-12 01:06:57.891841+00:00,2024-11-12 01:06:57.894330+00:00,2024-11-12 01:06:57.903757+00:00,cat_1.jpg,441x350,0.3529,64.667,"tabby, tabby cat","tabby, tabby cat"
7,resnet50,cpu,2024-11-12 01:06:58.246526+00:00,2024-11-12 01:06:58.251895+00:00,2024-11-12 01:06:58.262373+00:00,cat_2.jpg,356x500,0.292,99.542,Persian cat,Persian cat
7,resnet50,cpu,2024-11-12 01:06:58.542567+00:00,2024-11-12 01:06:58.547221+00:00,2024-11-12 01:06:58.556849+00:00,dog_0.jpg,375x500,0.2927,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
7,resnet50,cpu,2024-11-12 01:06:58.837029+00:00,2024-11-12 01:06:58.841762+00:00,2024-11-12 01:06:58.851843+00:00,dog_1.jpg,375x500,0.3788,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
8,resnet50,cpu,2024-11-12 01:06:59.217823+00:00,2024-11-12 01:06:59.220258+00:00,2024-11-12 01:06:59.232474+00:00,1.jpg,499x381,0.4145,19.451,Border collie,Border collie
8,resnet50,cpu,2024-11-12 01:06:59.634141+00:00,2024-11-12 01:06:59.641580+00:00,2024-11-12 01:06:59.659706+00:00,cat_0.jpg,640x481,0.4483,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
8,resnet50,cpu,2024-11-12 01:07:00.084311+00:00,2024-11-12 01:07:00.086811+00:00,2024-11-12 01:07:00.096050+00:00,cat_1.jpg,441x350,0.3716,64.667,"tabby, tabby cat","tabby, tabby cat"
8,resnet50,cpu,2024-11-12 01:07:00.457738+00:00,2024-11-12 01:07:00.463542+00:00,2024-11-12 01:07:00.473795+00:00,cat_2.jpg,356x500,0.2892,99.542,Persian cat,Persian cat
8,resnet50,cpu,2024-11-12 01:07:00.748767+00:00,2024-11-12 01:07:00.753360+00:00,2024-11-12 01:07:00.763093+00:00,dog_0.jpg,375x500,0.4171,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
8,resnet50,cpu,2024-11-12 01:07:01.167746+00:00,2024-11-12 01:07:01.172478+00:00,2024-11-12 01:07:01.187208+00:00,dog_1.jpg,375x500,0.3866,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
9,resnet50,cpu,2024-11-12 01:07:01.556466+00:00,2024-11-12 01:07:01.558914+00:00,2024-11-12 01:07:01.568425+00:00,1.jpg,499x381,0.4661,19.451,Border collie,Border collie
9,resnet50,cpu,2024-11-12 01:07:02.024406+00:00,2024-11-12 01:07:02.031956+00:00,2024-11-12 01:07:02.042344+00:00,cat_0.jpg,640x481,0.434,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
9,resnet50,cpu,2024-11-12 01:07:02.460313+00:00,2024-11-12 01:07:02.462813+00:00,2024-11-12 01:07:02.474780+00:00,cat_1.jpg,441x350,0.3328,64.667,"tabby, tabby cat","tabby, tabby cat"
9,resnet50,cpu,2024-11-12 01:07:02.794924+00:00,2024-11-12 01:07:02.800300+00:00,2024-11-12 01:07:02.809850+00:00,cat_2.jpg,356x500,0.4146,99.542,Persian cat,Persian cat
9,resnet50,cpu,2024-11-12 01:07:03.211425+00:00,2024-11-12 01:07:03.216041+00:00,2024-11-12 01:07:03.233334+00:00,dog_0.jpg,375x500,0.4473,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
9,resnet50,cpu,2024-11-12 01:07:03.663300+00:00,2024-11-12 01:07:03.668352+00:00,2024-11-12 01:07:03.681385+00:00,dog_1.jpg,375x500,0.3526,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
10,resnet50,cpu,2024-11-12 01:07:04.017792+00:00,2024-11-12 01:07:04.020201+00:00,2024-11-12 01:07:04.037350+00:00,1.jpg,499x381,0.4806,19.451,Border collie,Border collie
10,resnet50,cpu,2024-11-12 01:07:04.500215+00:00,2024-11-12 01:07:04.507657+00:00,2024-11-12 01:07:04.525664+00:00,cat_0.jpg,640x481,0.4402,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
10,resnet50,cpu,2024-11-12 01:07:04.942239+00:00,2024-11-12 01:07:04.944724+00:00,2024-11-12 01:07:04.957021+00:00,cat_1.jpg,441x350,0.3323,64.667,"tabby, tabby cat","tabby, tabby cat"
10,resnet50,cpu,2024-11-12 01:07:05.276399+00:00,2024-11-12 01:07:05.281762+00:00,2024-11-12 01:07:05.291318+00:00,cat_2.jpg,356x500,0.2985,99.542,Persian cat,Persian cat
10,resnet50,cpu,2024-11-12 01:07:05.576718+00:00,2024-11-12 01:07:05.581307+00:00,2024-11-12 01:07:05.590858+00:00,dog_0.jpg,375x500,0.2852,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
10,resnet50,cpu,2024-11-12 01:07:05.863784+00:00,2024-11-12 01:07:05.868526+00:00,2024-11-12 01:07:05.878206+00:00,dog_1.jpg,375x500,0.3475,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
11,resnet50,cpu,2024-11-12 01:07:06.213394+00:00,2024-11-12 01:07:06.215827+00:00,2024-11-12 01:07:06.225563+00:00,1.jpg,499x381,0.2853,19.451,Border collie,Border collie
11,resnet50,cpu,2024-11-12 01:07:06.500565+00:00,2024-11-12 01:07:06.508011+00:00,2024-11-12 01:07:06.518483+00:00,cat_0.jpg,640x481,0.2892,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
11,resnet50,cpu,2024-11-12 01:07:06.791704+00:00,2024-11-12 01:07:06.794187+00:00,2024-11-12 01:07:06.803736+00:00,cat_1.jpg,441x350,0.3684,64.667,"tabby, tabby cat","tabby, tabby cat"
11,resnet50,cpu,2024-11-12 01:07:07.161951+00:00,2024-11-12 01:07:07.167492+00:00,2024-11-12 01:07:07.184680+00:00,cat_2.jpg,356x500,0.4259,99.542,Persian cat,Persian cat
11,resnet50,cpu,2024-11-12 01:07:07.589622+00:00,2024-11-12 01:07:07.594224+00:00,2024-11-12 01:07:07.603909+00:00,dog_0.jpg,375x500,0.3388,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
11,resnet50,cpu,2024-11-12 01:07:07.930275+00:00,2024-11-12 01:07:07.935037+00:00,2024-11-12 01:07:07.947327+00:00,dog_1.jpg,375x500,0.3639,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
12,resnet50,cpu,2024-11-12 01:07:08.296289+00:00,2024-11-12 01:07:08.298674+00:00,2024-11-12 01:07:08.309438+00:00,1.jpg,499x381,0.3018,19.451,Border collie,Border collie
12,resnet50,cpu,2024-11-12 01:07:08.600005+00:00,2024-11-12 01:07:08.607510+00:00,2024-11-12 01:07:08.617937+00:00,cat_0.jpg,640x481,0.2919,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
12,resnet50,cpu,2024-11-12 01:07:08.893778+00:00,2024-11-12 01:07:08.896290+00:00,2024-11-12 01:07:08.905603+00:00,cat_1.jpg,441x350,0.4054,64.667,"tabby, tabby cat","tabby, tabby cat"
12,resnet50,cpu,2024-11-12 01:07:09.301130+00:00,2024-11-12 01:07:09.306474+00:00,2024-11-12 01:07:09.316106+00:00,cat_2.jpg,356x500,0.2938,99.542,Persian cat,Persian cat
12,resnet50,cpu,2024-11-12 01:07:09.596774+00:00,2024-11-12 01:07:09.601382+00:00,2024-11-12 01:07:09.611847+00:00,dog_0.jpg,375x500,0.362,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
12,resnet50,cpu,2024-11-12 01:07:09.960751+00:00,2024-11-12 01:07:09.965449+00:00,2024-11-12 01:07:09.975760+00:00,dog_1.jpg,375x500,0.3532,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
13,resnet50,cpu,2024-11-12 01:07:10.316042+00:00,2024-11-12 01:07:10.318432+00:00,2024-11-12 01:07:10.330670+00:00,1.jpg,499x381,0.3454,19.451,Border collie,Border collie
13,resnet50,cpu,2024-11-12 01:07:10.663277+00:00,2024-11-12 01:07:10.670743+00:00,2024-11-12 01:07:10.683793+00:00,cat_0.jpg,640x481,0.3878,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
13,resnet50,cpu,2024-11-12 01:07:11.052944+00:00,2024-11-12 01:07:11.055464+00:00,2024-11-12 01:07:11.067435+00:00,cat_1.jpg,441x350,0.3509,64.667,"tabby, tabby cat","tabby, tabby cat"
13,resnet50,cpu,2024-11-12 01:07:11.405656+00:00,2024-11-12 01:07:11.411009+00:00,2024-11-12 01:07:11.423178+00:00,cat_2.jpg,356x500,0.341,99.542,Persian cat,Persian cat
13,resnet50,cpu,2024-11-12 01:07:11.748586+00:00,2024-11-12 01:07:11.753190+00:00,2024-11-12 01:07:11.762757+00:00,dog_0.jpg,375x500,0.3164,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
13,resnet50,cpu,2024-11-12 01:07:12.066815+00:00,2024-11-12 01:07:12.071612+00:00,2024-11-12 01:07:12.081163+00:00,dog_1.jpg,375x500,0.2811,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
14,resnet50,cpu,2024-11-12 01:07:12.350016+00:00,2024-11-12 01:07:12.352448+00:00,2024-11-12 01:07:12.362066+00:00,1.jpg,499x381,0.2592,19.451,Border collie,Border collie
14,resnet50,cpu,2024-11-12 01:07:12.611089+00:00,2024-11-12 01:07:12.618547+00:00,2024-11-12 01:07:12.629101+00:00,cat_0.jpg,640x481,0.3046,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
14,resnet50,cpu,2024-11-12 01:07:12.917506+00:00,2024-11-12 01:07:12.920028+00:00,2024-11-12 01:07:12.929317+00:00,cat_1.jpg,441x350,0.4689,64.667,"tabby, tabby cat","tabby, tabby cat"
14,resnet50,cpu,2024-11-12 01:07:13.388273+00:00,2024-11-12 01:07:13.393656+00:00,2024-11-12 01:07:13.408224+00:00,cat_2.jpg,356x500,0.4384,99.542,Persian cat,Persian cat
14,resnet50,cpu,2024-11-12 01:07:13.828553+00:00,2024-11-12 01:07:13.833148+00:00,2024-11-12 01:07:13.842829+00:00,dog_0.jpg,375x500,0.3882,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
14,resnet50,cpu,2024-11-12 01:07:14.218668+00:00,2024-11-12 01:07:14.223471+00:00,2024-11-12 01:07:14.236654+00:00,dog_1.jpg,375x500,0.4352,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
15,resnet50,cpu,2024-11-12 01:07:14.655957+00:00,2024-11-12 01:07:14.658354+00:00,2024-11-12 01:07:14.670463+00:00,1.jpg,499x381,0.4129,19.451,Border collie,Border collie
15,resnet50,cpu,2024-11-12 01:07:15.070785+00:00,2024-11-12 01:07:15.078281+00:00,2024-11-12 01:07:15.088748+00:00,cat_0.jpg,640x481,0.304,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
15,resnet50,cpu,2024-11-12 01:07:15.376768+00:00,2024-11-12 01:07:15.379256+00:00,2024-11-12 01:07:15.388564+00:00,cat_1.jpg,441x350,0.4242,64.667,"tabby, tabby cat","tabby, tabby cat"
15,resnet50,cpu,2024-11-12 01:07:15.802812+00:00,2024-11-12 01:07:15.808212+00:00,2024-11-12 01:07:15.825375+00:00,cat_2.jpg,356x500,0.5001,99.542,Persian cat,Persian cat
15,resnet50,cpu,2024-11-12 01:07:16.304832+00:00,2024-11-12 01:07:16.309474+00:00,2024-11-12 01:07:16.326748+00:00,dog_0.jpg,375x500,0.4779,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
15,resnet50,cpu,2024-11-12 01:07:16.784651+00:00,2024-11-12 01:07:16.789393+00:00,2024-11-12 01:07:16.806648+00:00,dog_1.jpg,375x500,0.4828,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
16,resnet50,cpu,2024-11-12 01:07:17.269546+00:00,2024-11-12 01:07:17.271981+00:00,2024-11-12 01:07:17.284094+00:00,1.jpg,499x381,0.3612,19.451,Border collie,Border collie
16,resnet50,cpu,2024-11-12 01:07:17.633390+00:00,2024-11-12 01:07:17.640795+00:00,2024-11-12 01:07:17.651256+00:00,cat_0.jpg,640x481,0.2917,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
16,resnet50,cpu,2024-11-12 01:07:17.926989+00:00,2024-11-12 01:07:17.929523+00:00,2024-11-12 01:07:17.938851+00:00,cat_1.jpg,441x350,0.3625,64.667,"tabby, tabby cat","tabby, tabby cat"
16,resnet50,cpu,2024-11-12 01:07:18.291324+00:00,2024-11-12 01:07:18.296727+00:00,2024-11-12 01:07:18.308588+00:00,cat_2.jpg,356x500,0.3197,99.542,Persian cat,Persian cat
16,resnet50,cpu,2024-11-12 01:07:18.612957+00:00,2024-11-12 01:07:18.617566+00:00,2024-11-12 01:07:18.627309+00:00,dog_0.jpg,375x500,0.2929,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
16,resnet50,cpu,2024-11-12 01:07:18.907804+00:00,2024-11-12 01:07:18.912522+00:00,2024-11-12 01:07:18.922375+00:00,dog_1.jpg,375x500,0.4254,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
17,resnet50,cpu,2024-11-12 01:07:19.335340+00:00,2024-11-12 01:07:19.337787+00:00,2024-11-12 01:07:19.355007+00:00,1.jpg,499x381,0.4707,19.451,Border collie,Border collie
17,resnet50,cpu,2024-11-12 01:07:19.807874+00:00,2024-11-12 01:07:19.815325+00:00,2024-11-12 01:07:19.827595+00:00,cat_0.jpg,640x481,0.3688,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
17,resnet50,cpu,2024-11-12 01:07:20.178545+00:00,2024-11-12 01:07:20.181072+00:00,2024-11-12 01:07:20.193850+00:00,cat_1.jpg,441x350,0.3255,64.667,"tabby, tabby cat","tabby, tabby cat"
17,resnet50,cpu,2024-11-12 01:07:20.505914+00:00,2024-11-12 01:07:20.511259+00:00,2024-11-12 01:07:20.520933+00:00,cat_2.jpg,356x500,0.2862,99.542,Persian cat,Persian cat
17,resnet50,cpu,2024-11-12 01:07:20.794002+00:00,2024-11-12 01:07:20.798643+00:00,2024-11-12 01:07:20.808421+00:00,dog_0.jpg,375x500,0.3326,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
17,resnet50,cpu,2024-11-12 01:07:21.128404+00:00,2024-11-12 01:07:21.133280+00:00,2024-11-12 01:07:21.143076+00:00,dog_1.jpg,375x500,0.2905,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
18,resnet50,cpu,2024-11-12 01:07:21.420963+00:00,2024-11-12 01:07:21.423342+00:00,2024-11-12 01:07:21.432939+00:00,1.jpg,499x381,0.283,19.451,Border collie,Border collie
18,resnet50,cpu,2024-11-12 01:07:21.705842+00:00,2024-11-12 01:07:21.713504+00:00,2024-11-12 01:07:21.724180+00:00,cat_0.jpg,640x481,0.3798,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
18,resnet50,cpu,2024-11-12 01:07:22.087425+00:00,2024-11-12 01:07:22.089922+00:00,2024-11-12 01:07:22.106883+00:00,cat_1.jpg,441x350,0.4346,64.667,"tabby, tabby cat","tabby, tabby cat"
18,resnet50,cpu,2024-11-12 01:07:22.523839+00:00,2024-11-12 01:07:22.529193+00:00,2024-11-12 01:07:22.546345+00:00,cat_2.jpg,356x500,0.5008,99.542,Persian cat,Persian cat
18,resnet50,cpu,2024-11-12 01:07:23.026443+00:00,2024-11-12 01:07:23.031016+00:00,2024-11-12 01:07:23.048337+00:00,dog_0.jpg,375x500,0.4943,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
18,resnet50,cpu,2024-11-12 01:07:23.522631+00:00,2024-11-12 01:07:23.527456+00:00,2024-11-12 01:07:23.543889+00:00,dog_1.jpg,375x500,0.4366,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
19,resnet50,cpu,2024-11-12 01:07:23.961341+00:00,2024-11-12 01:07:23.963768+00:00,2024-11-12 01:07:23.976289+00:00,1.jpg,499x381,0.4571,19.451,Border collie,Border collie
19,resnet50,cpu,2024-11-12 01:07:24.420369+00:00,2024-11-12 01:07:24.427854+00:00,2024-11-12 01:07:24.438516+00:00,cat_0.jpg,640x481,0.4718,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
19,resnet50,cpu,2024-11-12 01:07:24.893994+00:00,2024-11-12 01:07:24.896520+00:00,2024-11-12 01:07:24.908153+00:00,cat_1.jpg,441x350,0.349,64.667,"tabby, tabby cat","tabby, tabby cat"
19,resnet50,cpu,2024-11-12 01:07:25.244853+00:00,2024-11-12 01:07:25.250212+00:00,2024-11-12 01:07:25.259744+00:00,cat_2.jpg,356x500,0.2902,99.542,Persian cat,Persian cat
19,resnet50,cpu,2024-11-12 01:07:25.536838+00:00,2024-11-12 01:07:25.541432+00:00,2024-11-12 01:07:25.551106+00:00,dog_0.jpg,375x500,0.251,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
19,resnet50,cpu,2024-11-12 01:07:25.789559+00:00,2024-11-12 01:07:25.794290+00:00,2024-11-12 01:07:25.801239+00:00,dog_1.jpg,375x500,0.2626,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
20,resnet50,cpu,2024-11-12 01:07:26.054263+00:00,2024-11-12 01:07:26.056747+00:00,2024-11-12 01:07:26.071102+00:00,1.jpg,499x381,0.3187,19.451,Border collie,Border collie
20,resnet50,cpu,2024-11-12 01:07:26.374744+00:00,2024-11-12 01:07:26.382186+00:00,2024-11-12 01:07:26.392570+00:00,cat_0.jpg,640x481,0.2896,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
20,resnet50,cpu,2024-11-12 01:07:26.666132+00:00,2024-11-12 01:07:26.668637+00:00,2024-11-12 01:07:26.677838+00:00,cat_1.jpg,441x350,0.2862,64.667,"tabby, tabby cat","tabby, tabby cat"
20,resnet50,cpu,2024-11-12 01:07:26.954117+00:00,2024-11-12 01:07:26.959511+00:00,2024-11-12 01:07:26.969126+00:00,cat_2.jpg,356x500,0.3251,99.542,Persian cat,Persian cat
20,resnet50,cpu,2024-11-12 01:07:27.281076+00:00,2024-11-12 01:07:27.285696+00:00,2024-11-12 01:07:27.295215+00:00,dog_0.jpg,375x500,0.2872,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
20,resnet50,cpu,2024-11-12 01:07:27.570098+00:00,2024-11-12 01:07:27.574963+00:00,2024-11-12 01:07:27.584634+00:00,dog_1.jpg,375x500,0.4879,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
21,resnet50,cpu,2024-11-12 01:07:28.060163+00:00,2024-11-12 01:07:28.062540+00:00,2024-11-12 01:07:28.079694+00:00,1.jpg,499x381,0.394,19.451,Border collie,Border collie
21,resnet50,cpu,2024-11-12 01:07:28.456027+00:00,2024-11-12 01:07:28.463580+00:00,2024-11-12 01:07:28.474232+00:00,cat_0.jpg,640x481,0.4536,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
21,resnet50,cpu,2024-11-12 01:07:28.911531+00:00,2024-11-12 01:07:28.914023+00:00,2024-11-12 01:07:28.930932+00:00,cat_1.jpg,441x350,0.5023,64.667,"tabby, tabby cat","tabby, tabby cat"
21,resnet50,cpu,2024-11-12 01:07:29.415777+00:00,2024-11-12 01:07:29.421120+00:00,2024-11-12 01:07:29.438231+00:00,cat_2.jpg,356x500,0.4767,99.542,Persian cat,Persian cat
21,resnet50,cpu,2024-11-12 01:07:29.894304+00:00,2024-11-12 01:07:29.898895+00:00,2024-11-12 01:07:29.916082+00:00,dog_0.jpg,375x500,0.4556,95.679,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute"
21,resnet50,cpu,2024-11-12 01:07:30.352141+00:00,2024-11-12 01:07:30.357790+00:00,2024-11-12 01:07:30.368608+00:00,dog_1.jpg,375x500,0.3396,88.961,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog"
22,resnet50,cpu,2024-11-12 01:07:30.693716+00:00,2024-11-12 01:07:30.696136+00:00,2024-11-12 01:07:30.705604+00:00,1.jpg,499x381,0.3403,19.451,Border collie,Border collie
22,resnet50,cpu,2024-11-12 01:07:31.035850+00:00,2024-11-12 01:07:31.043272+00:00,2024-11-12 01:07:31.055156+00:00,cat_0.jpg,640x481,0.4167,18.899,"pop bottle, soda bottle","pop bottle, soda bottle"
22,resnet50,cpu,2024-11-12 01:07:31.454410+00:00,2024-11-12 01:07:31.456934+00:00,2024-11-12 01:07:31.471662+00:00,cat_1.jpg,441x350,0.339,64.667,"tabby, tabby cat","tabby, tabby cat"
