Loop Run Count,Model,Device,Load Time,Transform Time,Predict Time,Image Name,Resolution,Inference Time,Accuracy,Argmax Class,TopK Class,FPS
39,resnet50,gpu,2024-11-14 23:27:07.241035+00:00,2024-11-14 23:27:07.248281+00:00,2024-11-14 23:27:07.253762+00:00,cat_0.jpg,640x481,0.0201,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.75124378
39,resnet50,gpu,2024-11-14 23:27:07.277019+00:00,2024-11-14 23:27:07.279319+00:00,2024-11-14 23:27:07.283347+00:00,cat_1.jpg,441x350,0.02,64.68,"tabby, tabby cat","tabby, tabby cat",50
39,resnet50,gpu,2024-11-14 23:27:07.306536+00:00,2024-11-14 23:27:07.311676+00:00,2024-11-14 23:27:07.316098+00:00,cat_2.jpg,356x500,0.02,99.544,Persian cat,Persian cat,50
39,resnet50,gpu,2024-11-14 23:27:07.339525+00:00,2024-11-14 23:27:07.343933+00:00,2024-11-14 23:27:07.348450+00:00,dog_0.jpg,375x500,0.02,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",50
39,resnet50,gpu,2024-11-14 23:27:07.371835+00:00,2024-11-14 23:27:07.376367+00:00,2024-11-14 23:27:07.380772+00:00,dog_1.jpg,375x500,0.02,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",50
40,resnet50,gpu,2024-11-14 23:27:07.404349+00:00,2024-11-14 23:27:07.406590+00:00,2024-11-14 23:27:07.414213+00:00,1.jpg,499x381,0.0202,19.457,Border collie,Border collie,49.5049505
40,resnet50,gpu,2024-11-14 23:27:07.438023+00:00,2024-11-14 23:27:07.445278+00:00,2024-11-14 23:27:07.452164+00:00,cat_0.jpg,640x481,0.0203,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.26108374
40,resnet50,gpu,2024-11-14 23:27:07.475864+00:00,2024-11-14 23:27:07.478209+00:00,2024-11-14 23:27:07.484322+00:00,cat_1.jpg,441x350,0.0202,64.68,"tabby, tabby cat","tabby, tabby cat",49.5049505
40,resnet50,gpu,2024-11-14 23:27:07.507680+00:00,2024-11-14 23:27:07.512854+00:00,2024-11-14 23:27:07.518899+00:00,cat_2.jpg,356x500,0.0202,99.544,Persian cat,Persian cat,49.5049505
40,resnet50,gpu,2024-11-14 23:27:07.542247+00:00,2024-11-14 23:27:07.546666+00:00,2024-11-14 23:27:07.552811+00:00,dog_0.jpg,375x500,0.02,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",50
40,resnet50,gpu,2024-11-14 23:27:07.575986+00:00,2024-11-14 23:27:07.580522+00:00,2024-11-14 23:27:07.586785+00:00,dog_1.jpg,375x500,0.0202,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.5049505
41,resnet50,gpu,2024-11-14 23:27:07.610483+00:00,2024-11-14 23:27:07.612730+00:00,2024-11-14 23:27:07.620321+00:00,1.jpg,499x381,0.0203,19.457,Border collie,Border collie,49.26108374
41,resnet50,gpu,2024-11-14 23:27:07.644235+00:00,2024-11-14 23:27:07.651509+00:00,2024-11-14 23:27:07.658693+00:00,cat_0.jpg,640x481,0.0203,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.26108374
41,resnet50,gpu,2024-11-14 23:27:07.682125+00:00,2024-11-14 23:27:07.684443+00:00,2024-11-14 23:27:07.690221+00:00,cat_1.jpg,441x350,0.0202,64.68,"tabby, tabby cat","tabby, tabby cat",49.5049505
41,resnet50,gpu,2024-11-14 23:27:07.713753+00:00,2024-11-14 23:27:07.718934+00:00,2024-11-14 23:27:07.725152+00:00,cat_2.jpg,356x500,0.0203,99.544,Persian cat,Persian cat,49.26108374
41,resnet50,gpu,2024-11-14 23:27:07.748647+00:00,2024-11-14 23:27:07.753059+00:00,2024-11-14 23:27:07.759019+00:00,dog_0.jpg,375x500,0.0201,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.75124378
41,resnet50,gpu,2024-11-14 23:27:07.782278+00:00,2024-11-14 23:27:07.786834+00:00,2024-11-14 23:27:07.792884+00:00,dog_1.jpg,375x500,0.0201,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.75124378
42,resnet50,gpu,2024-11-14 23:27:07.816558+00:00,2024-11-14 23:27:07.818771+00:00,2024-11-14 23:27:07.826446+00:00,1.jpg,499x381,0.0202,19.457,Border collie,Border collie,49.5049505
42,resnet50,gpu,2024-11-14 23:27:07.850374+00:00,2024-11-14 23:27:07.857690+00:00,2024-11-14 23:27:07.865308+00:00,cat_0.jpg,640x481,0.0205,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",48.7804878
42,resnet50,gpu,2024-11-14 23:27:07.889109+00:00,2024-11-14 23:27:07.891471+00:00,2024-11-14 23:27:07.897580+00:00,cat_1.jpg,441x350,0.0206,64.68,"tabby, tabby cat","tabby, tabby cat",48.54368932
42,resnet50,gpu,2024-11-14 23:27:07.921463+00:00,2024-11-14 23:27:07.926683+00:00,2024-11-14 23:27:07.932948+00:00,cat_2.jpg,356x500,0.0203,99.544,Persian cat,Persian cat,49.26108374
42,resnet50,gpu,2024-11-14 23:27:07.956388+00:00,2024-11-14 23:27:07.960848+00:00,2024-11-14 23:27:07.966905+00:00,dog_0.jpg,375x500,0.0203,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.26108374
42,resnet50,gpu,2024-11-14 23:27:07.990375+00:00,2024-11-14 23:27:07.994938+00:00,2024-11-14 23:27:08.000917+00:00,dog_1.jpg,375x500,0.0201,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.75124378
43,resnet50,gpu,2024-11-14 23:27:08.024617+00:00,2024-11-14 23:27:08.026827+00:00,2024-11-14 23:27:08.033557+00:00,1.jpg,499x381,0.0203,19.457,Border collie,Border collie,49.26108374
43,resnet50,gpu,2024-11-14 23:27:08.057722+00:00,2024-11-14 23:27:08.065029+00:00,2024-11-14 23:27:08.070657+00:00,cat_0.jpg,640x481,0.0203,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.26108374
43,resnet50,gpu,2024-11-14 23:27:08.094189+00:00,2024-11-14 23:27:08.096504+00:00,2024-11-14 23:27:08.100740+00:00,cat_1.jpg,441x350,0.0201,64.68,"tabby, tabby cat","tabby, tabby cat",49.75124378
43,resnet50,gpu,2024-11-14 23:27:08.123975+00:00,2024-11-14 23:27:08.129143+00:00,2024-11-14 23:27:08.133393+00:00,cat_2.jpg,356x500,0.0201,99.544,Persian cat,Persian cat,49.75124378
43,resnet50,gpu,2024-11-14 23:27:08.156678+00:00,2024-11-14 23:27:08.161091+00:00,2024-11-14 23:27:08.167661+00:00,dog_0.jpg,375x500,0.0202,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.5049505
43,resnet50,gpu,2024-11-14 23:27:08.191173+00:00,2024-11-14 23:27:08.195740+00:00,2024-11-14 23:27:08.202479+00:00,dog_1.jpg,375x500,0.0208,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",48.07692308
44,resnet50,gpu,2024-11-14 23:27:08.226793+00:00,2024-11-14 23:27:08.229075+00:00,2024-11-14 23:27:08.233317+00:00,1.jpg,499x381,0.0214,19.457,Border collie,Border collie,46.72897196
44,resnet50,gpu,2024-11-14 23:27:08.258439+00:00,2024-11-14 23:27:08.265865+00:00,2024-11-14 23:27:08.273111+00:00,cat_0.jpg,640x481,0.0203,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.26108374
44,resnet50,gpu,2024-11-14 23:27:08.296465+00:00,2024-11-14 23:27:08.298806+00:00,2024-11-14 23:27:08.304894+00:00,cat_1.jpg,441x350,0.0201,64.68,"tabby, tabby cat","tabby, tabby cat",49.75124378
44,resnet50,gpu,2024-11-14 23:27:08.328025+00:00,2024-11-14 23:27:08.333233+00:00,2024-11-14 23:27:08.339424+00:00,cat_2.jpg,356x500,0.0201,99.544,Persian cat,Persian cat,49.75124378
44,resnet50,gpu,2024-11-14 23:27:08.362724+00:00,2024-11-14 23:27:08.367159+00:00,2024-11-14 23:27:08.373769+00:00,dog_0.jpg,375x500,0.0202,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.5049505
44,resnet50,gpu,2024-11-14 23:27:08.397119+00:00,2024-11-14 23:27:08.401672+00:00,2024-11-14 23:27:08.408094+00:00,dog_1.jpg,375x500,0.0204,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.01960784
45,resnet50,gpu,2024-11-14 23:27:08.431785+00:00,2024-11-14 23:27:08.434038+00:00,2024-11-14 23:27:08.440930+00:00,1.jpg,499x381,0.0215,19.457,Border collie,Border collie,46.51162791
45,resnet50,gpu,2024-11-14 23:27:08.465481+00:00,2024-11-14 23:27:08.472749+00:00,2024-11-14 23:27:08.480092+00:00,cat_0.jpg,640x481,0.0205,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",48.7804878
45,resnet50,gpu,2024-11-14 23:27:08.503802+00:00,2024-11-14 23:27:08.506166+00:00,2024-11-14 23:27:08.512356+00:00,cat_1.jpg,441x350,0.0204,64.68,"tabby, tabby cat","tabby, tabby cat",49.01960784
45,resnet50,gpu,2024-11-14 23:27:08.535861+00:00,2024-11-14 23:27:08.541054+00:00,2024-11-14 23:27:08.547871+00:00,cat_2.jpg,356x500,0.0202,99.544,Persian cat,Persian cat,49.5049505
45,resnet50,gpu,2024-11-14 23:27:08.571282+00:00,2024-11-14 23:27:08.575712+00:00,2024-11-14 23:27:08.582345+00:00,dog_0.jpg,375x500,0.0203,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.26108374
45,resnet50,gpu,2024-11-14 23:27:08.605790+00:00,2024-11-14 23:27:08.610358+00:00,2024-11-14 23:27:08.616727+00:00,dog_1.jpg,375x500,0.0203,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.26108374
46,resnet50,gpu,2024-11-14 23:27:08.640218+00:00,2024-11-14 23:27:08.642457+00:00,2024-11-14 23:27:08.648835+00:00,1.jpg,499x381,0.0217,19.457,Border collie,Border collie,46.08294931
46,resnet50,gpu,2024-11-14 23:27:08.674010+00:00,2024-11-14 23:27:08.681289+00:00,2024-11-14 23:27:08.689396+00:00,cat_0.jpg,640x481,0.0204,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.01960784
46,resnet50,gpu,2024-11-14 23:27:08.713028+00:00,2024-11-14 23:27:08.715358+00:00,2024-11-14 23:27:08.721903+00:00,cat_1.jpg,441x350,0.0204,64.68,"tabby, tabby cat","tabby, tabby cat",49.01960784
46,resnet50,gpu,2024-11-14 23:27:08.747549+00:00,2024-11-14 23:27:08.752953+00:00,2024-11-14 23:27:08.757243+00:00,cat_2.jpg,356x500,0.0202,99.544,Persian cat,Persian cat,49.5049505
46,resnet50,gpu,2024-11-14 23:27:08.780662+00:00,2024-11-14 23:27:08.785127+00:00,2024-11-14 23:27:08.789614+00:00,dog_0.jpg,375x500,0.0205,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",48.7804878
46,resnet50,gpu,2024-11-14 23:27:08.813241+00:00,2024-11-14 23:27:08.817789+00:00,2024-11-14 23:27:08.822198+00:00,dog_1.jpg,375x500,0.0204,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.01960784
47,resnet50,gpu,2024-11-14 23:27:08.846026+00:00,2024-11-14 23:27:08.848270+00:00,2024-11-14 23:27:08.856007+00:00,1.jpg,499x381,0.0222,19.457,Border collie,Border collie,45.04504505
47,resnet50,gpu,2024-11-14 23:27:08.881425+00:00,2024-11-14 23:27:08.888854+00:00,2024-11-14 23:27:08.897600+00:00,cat_0.jpg,640x481,0.0204,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.01960784
47,resnet50,gpu,2024-11-14 23:27:08.921355+00:00,2024-11-14 23:27:08.923755+00:00,2024-11-14 23:27:08.929968+00:00,cat_1.jpg,441x350,0.0201,64.68,"tabby, tabby cat","tabby, tabby cat",49.75124378
47,resnet50,gpu,2024-11-14 23:27:08.953354+00:00,2024-11-14 23:27:08.958556+00:00,2024-11-14 23:27:08.962894+00:00,cat_2.jpg,356x500,0.0202,99.544,Persian cat,Persian cat,49.5049505
47,resnet50,gpu,2024-11-14 23:27:08.986294+00:00,2024-11-14 23:27:08.990744+00:00,2024-11-14 23:27:08.995042+00:00,dog_0.jpg,375x500,0.0201,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.75124378
47,resnet50,gpu,2024-11-14 23:27:09.018514+00:00,2024-11-14 23:27:09.023070+00:00,2024-11-14 23:27:09.027670+00:00,dog_1.jpg,375x500,0.0201,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.75124378
48,resnet50,gpu,2024-11-14 23:27:09.051292+00:00,2024-11-14 23:27:09.053524+00:00,2024-11-14 23:27:09.059772+00:00,1.jpg,499x381,0.02,19.457,Border collie,Border collie,50
48,resnet50,gpu,2024-11-14 23:27:09.084020+00:00,2024-11-14 23:27:09.091294+00:00,2024-11-14 23:27:09.098637+00:00,cat_0.jpg,640x481,0.0203,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.26108374
48,resnet50,gpu,2024-11-14 23:27:09.122134+00:00,2024-11-14 23:27:09.124444+00:00,2024-11-14 23:27:09.130247+00:00,cat_1.jpg,441x350,0.02,64.68,"tabby, tabby cat","tabby, tabby cat",50
48,resnet50,gpu,2024-11-14 23:27:09.153483+00:00,2024-11-14 23:27:09.158640+00:00,2024-11-14 23:27:09.164602+00:00,cat_2.jpg,356x500,0.0201,99.544,Persian cat,Persian cat,49.75124378
48,resnet50,gpu,2024-11-14 23:27:09.188114+00:00,2024-11-14 23:27:09.192592+00:00,2024-11-14 23:27:09.198877+00:00,dog_0.jpg,375x500,0.0201,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.75124378
48,resnet50,gpu,2024-11-14 23:27:09.222390+00:00,2024-11-14 23:27:09.226964+00:00,2024-11-14 23:27:09.233935+00:00,dog_1.jpg,375x500,0.02,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",50
49,resnet50,gpu,2024-11-14 23:27:09.257282+00:00,2024-11-14 23:27:09.259476+00:00,2024-11-14 23:27:09.267016+00:00,1.jpg,499x381,0.0215,19.457,Border collie,Border collie,46.51162791
49,resnet50,gpu,2024-11-14 23:27:09.292076+00:00,2024-11-14 23:27:09.299326+00:00,2024-11-14 23:27:09.304793+00:00,cat_0.jpg,640x481,0.0202,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.5049505
49,resnet50,gpu,2024-11-14 23:27:09.328447+00:00,2024-11-14 23:27:09.330795+00:00,2024-11-14 23:27:09.335066+00:00,cat_1.jpg,441x350,0.02,64.68,"tabby, tabby cat","tabby, tabby cat",50
49,resnet50,gpu,2024-11-14 23:27:09.358423+00:00,2024-11-14 23:27:09.363588+00:00,2024-11-14 23:27:09.368122+00:00,cat_2.jpg,356x500,0.0201,99.544,Persian cat,Persian cat,49.75124378
49,resnet50,gpu,2024-11-14 23:27:09.391610+00:00,2024-11-14 23:27:09.396025+00:00,2024-11-14 23:27:09.400626+00:00,dog_0.jpg,375x500,0.02,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",50
49,resnet50,gpu,2024-11-14 23:27:09.423819+00:00,2024-11-14 23:27:09.428352+00:00,2024-11-14 23:27:09.432630+00:00,dog_1.jpg,375x500,0.02,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",50
50,resnet50,gpu,2024-11-14 23:27:09.455952+00:00,2024-11-14 23:27:09.458165+00:00,2024-11-14 23:27:09.462625+00:00,1.jpg,499x381,0.02,19.457,Border collie,Border collie,50
50,resnet50,gpu,2024-11-14 23:27:09.485764+00:00,2024-11-14 23:27:09.493625+00:00,2024-11-14 23:27:09.499250+00:00,cat_0.jpg,640x481,0.0206,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",48.54368932
50,resnet50,gpu,2024-11-14 23:27:09.523040+00:00,2024-11-14 23:27:09.525395+00:00,2024-11-14 23:27:09.531442+00:00,cat_1.jpg,441x350,0.0201,64.68,"tabby, tabby cat","tabby, tabby cat",49.75124378
50,resnet50,gpu,2024-11-14 23:27:09.554752+00:00,2024-11-14 23:27:09.559911+00:00,2024-11-14 23:27:09.565893+00:00,cat_2.jpg,356x500,0.0203,99.544,Persian cat,Persian cat,49.26108374
50,resnet50,gpu,2024-11-14 23:27:09.589375+00:00,2024-11-14 23:27:09.593795+00:00,2024-11-14 23:27:09.599709+00:00,dog_0.jpg,375x500,0.0201,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.75124378
50,resnet50,gpu,2024-11-14 23:27:09.623008+00:00,2024-11-14 23:27:09.627555+00:00,2024-11-14 23:27:09.633565+00:00,dog_1.jpg,375x500,0.02,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",50
51,resnet50,gpu,2024-11-14 23:27:09.656922+00:00,2024-11-14 23:27:09.659112+00:00,2024-11-14 23:27:09.665007+00:00,1.jpg,499x381,0.02,19.457,Border collie,Border collie,50
51,resnet50,gpu,2024-11-14 23:27:09.688142+00:00,2024-11-14 23:27:09.695357+00:00,2024-11-14 23:27:09.703980+00:00,cat_0.jpg,640x481,0.0203,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.26108374
51,resnet50,gpu,2024-11-14 23:27:09.728132+00:00,2024-11-14 23:27:09.730495+00:00,2024-11-14 23:27:09.736339+00:00,cat_1.jpg,441x350,0.0202,64.68,"tabby, tabby cat","tabby, tabby cat",49.5049505
51,resnet50,gpu,2024-11-14 23:27:09.759767+00:00,2024-11-14 23:27:09.764962+00:00,2024-11-14 23:27:09.770919+00:00,cat_2.jpg,356x500,0.0203,99.544,Persian cat,Persian cat,49.26108374
51,resnet50,gpu,2024-11-14 23:27:09.794375+00:00,2024-11-14 23:27:09.798831+00:00,2024-11-14 23:27:09.804814+00:00,dog_0.jpg,375x500,0.0202,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.5049505
51,resnet50,gpu,2024-11-14 23:27:09.828307+00:00,2024-11-14 23:27:09.832868+00:00,2024-11-14 23:27:09.839028+00:00,dog_1.jpg,375x500,0.0202,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.5049505
52,resnet50,gpu,2024-11-14 23:27:09.862807+00:00,2024-11-14 23:27:09.865135+00:00,2024-11-14 23:27:09.871577+00:00,1.jpg,499x381,0.0207,19.457,Border collie,Border collie,48.30917874
52,resnet50,gpu,2024-11-14 23:27:09.895571+00:00,2024-11-14 23:27:09.902987+00:00,2024-11-14 23:27:09.911326+00:00,cat_0.jpg,640x481,0.0206,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",48.54368932
52,resnet50,gpu,2024-11-14 23:27:09.935722+00:00,2024-11-14 23:27:09.938109+00:00,2024-11-14 23:27:09.944203+00:00,cat_1.jpg,441x350,0.0203,64.68,"tabby, tabby cat","tabby, tabby cat",49.26108374
52,resnet50,gpu,2024-11-14 23:27:09.967828+00:00,2024-11-14 23:27:09.973090+00:00,2024-11-14 23:27:09.979151+00:00,cat_2.jpg,356x500,0.0201,99.544,Persian cat,Persian cat,49.75124378
52,resnet50,gpu,2024-11-14 23:27:10.002408+00:00,2024-11-14 23:27:10.006860+00:00,2024-11-14 23:27:10.012096+00:00,dog_0.jpg,375x500,0.0202,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.5049505
52,resnet50,gpu,2024-11-14 23:27:10.035490+00:00,2024-11-14 23:27:10.040110+00:00,2024-11-14 23:27:10.044670+00:00,dog_1.jpg,375x500,0.0203,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.26108374
53,resnet50,gpu,2024-11-14 23:27:10.068301+00:00,2024-11-14 23:27:10.070532+00:00,2024-11-14 23:27:10.074819+00:00,1.jpg,499x381,0.02,19.457,Border collie,Border collie,50
53,resnet50,gpu,2024-11-14 23:27:10.097944+00:00,2024-11-14 23:27:10.105243+00:00,2024-11-14 23:27:10.110378+00:00,cat_0.jpg,640x481,0.0212,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",47.16981132
53,resnet50,gpu,2024-11-14 23:27:10.135622+00:00,2024-11-14 23:27:10.138000+00:00,2024-11-14 23:27:10.142414+00:00,cat_1.jpg,441x350,0.0199,64.68,"tabby, tabby cat","tabby, tabby cat",50.25125628
53,resnet50,gpu,2024-11-14 23:27:10.165711+00:00,2024-11-14 23:27:10.170910+00:00,2024-11-14 23:27:10.175372+00:00,cat_2.jpg,356x500,0.02,99.544,Persian cat,Persian cat,50
53,resnet50,gpu,2024-11-14 23:27:10.198809+00:00,2024-11-14 23:27:10.203286+00:00,2024-11-14 23:27:10.210661+00:00,dog_0.jpg,375x500,0.0203,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.26108374
53,resnet50,gpu,2024-11-14 23:27:10.234225+00:00,2024-11-14 23:27:10.238833+00:00,2024-11-14 23:27:10.245297+00:00,dog_1.jpg,375x500,0.0201,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.75124378
54,resnet50,gpu,2024-11-14 23:27:10.268786+00:00,2024-11-14 23:27:10.271009+00:00,2024-11-14 23:27:10.277288+00:00,1.jpg,499x381,0.02,19.457,Border collie,Border collie,50
54,resnet50,gpu,2024-11-14 23:27:10.300450+00:00,2024-11-14 23:27:10.307701+00:00,2024-11-14 23:27:10.314523+00:00,cat_0.jpg,640x481,0.02,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",50
54,resnet50,gpu,2024-11-14 23:27:10.338346+00:00,2024-11-14 23:27:10.340684+00:00,2024-11-14 23:27:10.346890+00:00,cat_1.jpg,441x350,0.02,64.68,"tabby, tabby cat","tabby, tabby cat",50
54,resnet50,gpu,2024-11-14 23:27:10.370213+00:00,2024-11-14 23:27:10.375444+00:00,2024-11-14 23:27:10.381540+00:00,cat_2.jpg,356x500,0.0201,99.544,Persian cat,Persian cat,49.75124378
54,resnet50,gpu,2024-11-14 23:27:10.404943+00:00,2024-11-14 23:27:10.409382+00:00,2024-11-14 23:27:10.415233+00:00,dog_0.jpg,375x500,0.0201,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.75124378
54,resnet50,gpu,2024-11-14 23:27:10.438569+00:00,2024-11-14 23:27:10.443097+00:00,2024-11-14 23:27:10.447539+00:00,dog_1.jpg,375x500,0.02,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",50
55,resnet50,gpu,2024-11-14 23:27:10.470887+00:00,2024-11-14 23:27:10.473142+00:00,2024-11-14 23:27:10.477516+00:00,1.jpg,499x381,0.0199,19.457,Border collie,Border collie,50.25125628
55,resnet50,gpu,2024-11-14 23:27:10.500646+00:00,2024-11-14 23:27:10.507841+00:00,2024-11-14 23:27:10.513246+00:00,cat_0.jpg,640x481,0.0205,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",48.7804878
55,resnet50,gpu,2024-11-14 23:27:10.536945+00:00,2024-11-14 23:27:10.539275+00:00,2024-11-14 23:27:10.545663+00:00,cat_1.jpg,441x350,0.0202,64.68,"tabby, tabby cat","tabby, tabby cat",49.5049505
55,resnet50,gpu,2024-11-14 23:27:10.569565+00:00,2024-11-14 23:27:10.574793+00:00,2024-11-14 23:27:10.581164+00:00,cat_2.jpg,356x500,0.0203,99.544,Persian cat,Persian cat,49.26108374
55,resnet50,gpu,2024-11-14 23:27:10.604717+00:00,2024-11-14 23:27:10.609153+00:00,2024-11-14 23:27:10.615135+00:00,dog_0.jpg,375x500,0.0202,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.5049505
55,resnet50,gpu,2024-11-14 23:27:10.638535+00:00,2024-11-14 23:27:10.643089+00:00,2024-11-14 23:27:10.649295+00:00,dog_1.jpg,375x500,0.0201,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.75124378
56,resnet50,gpu,2024-11-14 23:27:10.672835+00:00,2024-11-14 23:27:10.675156+00:00,2024-11-14 23:27:10.681089+00:00,1.jpg,499x381,0.02,19.457,Border collie,Border collie,50
56,resnet50,gpu,2024-11-14 23:27:10.704330+00:00,2024-11-14 23:27:10.711529+00:00,2024-11-14 23:27:10.717567+00:00,cat_0.jpg,640x481,0.0204,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.01960784
56,resnet50,gpu,2024-11-14 23:27:10.741010+00:00,2024-11-14 23:27:10.743300+00:00,2024-11-14 23:27:10.751651+00:00,cat_1.jpg,441x350,0.0203,64.68,"tabby, tabby cat","tabby, tabby cat",49.26108374
56,resnet50,gpu,2024-11-14 23:27:10.775551+00:00,2024-11-14 23:27:10.780775+00:00,2024-11-14 23:27:10.786813+00:00,cat_2.jpg,356x500,0.0204,99.544,Persian cat,Persian cat,49.01960784
56,resnet50,gpu,2024-11-14 23:27:10.810416+00:00,2024-11-14 23:27:10.814886+00:00,2024-11-14 23:27:10.820969+00:00,dog_0.jpg,375x500,0.0207,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",48.30917874
56,resnet50,gpu,2024-11-14 23:27:10.845074+00:00,2024-11-14 23:27:10.849694+00:00,2024-11-14 23:27:10.857520+00:00,dog_1.jpg,375x500,0.0208,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",48.07692308
57,resnet50,gpu,2024-11-14 23:27:10.881988+00:00,2024-11-14 23:27:10.884329+00:00,2024-11-14 23:27:10.892698+00:00,1.jpg,499x381,0.0207,19.457,Border collie,Border collie,48.30917874
57,resnet50,gpu,2024-11-14 23:27:10.916853+00:00,2024-11-14 23:27:10.924205+00:00,2024-11-14 23:27:10.933391+00:00,cat_0.jpg,640x481,0.0214,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",46.72897196
57,resnet50,gpu,2024-11-14 23:27:10.957383+00:00,2024-11-14 23:27:10.959737+00:00,2024-11-14 23:27:10.966209+00:00,cat_1.jpg,441x350,0.02,64.68,"tabby, tabby cat","tabby, tabby cat",50
57,resnet50,gpu,2024-11-14 23:27:10.989463+00:00,2024-11-14 23:27:10.994679+00:00,2024-11-14 23:27:11.000864+00:00,cat_2.jpg,356x500,0.0203,99.544,Persian cat,Persian cat,49.26108374
57,resnet50,gpu,2024-11-14 23:27:11.024519+00:00,2024-11-14 23:27:11.028993+00:00,2024-11-14 23:27:11.037187+00:00,dog_0.jpg,375x500,0.0202,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.5049505
57,resnet50,gpu,2024-11-14 23:27:11.060667+00:00,2024-11-14 23:27:11.065314+00:00,2024-11-14 23:27:11.069846+00:00,dog_1.jpg,375x500,0.02,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",50
58,resnet50,gpu,2024-11-14 23:27:11.093276+00:00,2024-11-14 23:27:11.095507+00:00,2024-11-14 23:27:11.099806+00:00,1.jpg,499x381,0.0201,19.457,Border collie,Border collie,49.75124378
58,resnet50,gpu,2024-11-14 23:27:11.123118+00:00,2024-11-14 23:27:11.130354+00:00,2024-11-14 23:27:11.135757+00:00,cat_0.jpg,640x481,0.0198,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",50.50505051
