Loop Run Count,Model,Device,Load Time,Transform Time,Predict Time,Image Name,Resolution,Inference Time,Accuracy,Argmax Class,TopK Class,FPS
20,resnet50,gpu,2024-11-14 23:27:03.416493+00:00,2024-11-14 23:27:03.418781+00:00,2024-11-14 23:27:03.423443+00:00,1.jpg,499x381,0.0198,19.457,Border collie,Border collie,50.50505051
20,resnet50,gpu,2024-11-14 23:27:03.446526+00:00,2024-11-14 23:27:03.453825+00:00,2024-11-14 23:27:03.459227+00:00,cat_0.jpg,640x481,0.0202,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.5049505
20,resnet50,gpu,2024-11-14 23:27:03.482577+00:00,2024-11-14 23:27:03.484914+00:00,2024-11-14 23:27:03.489195+00:00,cat_1.jpg,441x350,0.0201,64.68,"tabby, tabby cat","tabby, tabby cat",49.75124378
20,resnet50,gpu,2024-11-14 23:27:03.512414+00:00,2024-11-14 23:27:03.517620+00:00,2024-11-14 23:27:03.522014+00:00,cat_2.jpg,356x500,0.0202,99.544,Persian cat,Persian cat,49.5049505
20,resnet50,gpu,2024-11-14 23:27:03.545393+00:00,2024-11-14 23:27:03.549834+00:00,2024-11-14 23:27:03.554267+00:00,dog_0.jpg,375x500,0.02,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",50
20,resnet50,gpu,2024-11-14 23:27:03.577468+00:00,2024-11-14 23:27:03.582012+00:00,2024-11-14 23:27:03.586285+00:00,dog_1.jpg,375x500,0.0212,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",47.16981132
21,resnet50,gpu,2024-11-14 23:27:03.611322+00:00,2024-11-14 23:27:03.613576+00:00,2024-11-14 23:27:03.618086+00:00,1.jpg,499x381,0.0203,19.457,Border collie,Border collie,49.26108374
21,resnet50,gpu,2024-11-14 23:27:03.641544+00:00,2024-11-14 23:27:03.648802+00:00,2024-11-14 23:27:03.654744+00:00,cat_0.jpg,640x481,0.0202,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.5049505
21,resnet50,gpu,2024-11-14 23:27:03.678118+00:00,2024-11-14 23:27:03.680436+00:00,2024-11-14 23:27:03.684785+00:00,cat_1.jpg,441x350,0.0202,64.68,"tabby, tabby cat","tabby, tabby cat",49.5049505
21,resnet50,gpu,2024-11-14 23:27:03.708114+00:00,2024-11-14 23:27:03.713296+00:00,2024-11-14 23:27:03.717691+00:00,cat_2.jpg,356x500,0.0202,99.544,Persian cat,Persian cat,49.5049505
21,resnet50,gpu,2024-11-14 23:27:03.741178+00:00,2024-11-14 23:27:03.745657+00:00,2024-11-14 23:27:03.750217+00:00,dog_0.jpg,375x500,0.0202,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.5049505
21,resnet50,gpu,2024-11-14 23:27:03.773580+00:00,2024-11-14 23:27:03.778148+00:00,2024-11-14 23:27:03.782385+00:00,dog_1.jpg,375x500,0.0204,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.01960784
22,resnet50,gpu,2024-11-14 23:27:03.806045+00:00,2024-11-14 23:27:03.808248+00:00,2024-11-14 23:27:03.815424+00:00,1.jpg,499x381,0.0201,19.457,Border collie,Border collie,49.75124378
22,resnet50,gpu,2024-11-14 23:27:03.839433+00:00,2024-11-14 23:27:03.846743+00:00,2024-11-14 23:27:03.854962+00:00,cat_0.jpg,640x481,0.0215,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",46.51162791
22,resnet50,gpu,2024-11-14 23:27:03.879905+00:00,2024-11-14 23:27:03.882355+00:00,2024-11-14 23:27:03.891855+00:00,cat_1.jpg,441x350,0.0208,64.68,"tabby, tabby cat","tabby, tabby cat",48.07692308
22,resnet50,gpu,2024-11-14 23:27:03.916037+00:00,2024-11-14 23:27:03.921343+00:00,2024-11-14 23:27:03.926125+00:00,cat_2.jpg,356x500,0.0202,99.544,Persian cat,Persian cat,49.5049505
22,resnet50,gpu,2024-11-14 23:27:03.949555+00:00,2024-11-14 23:27:03.954040+00:00,2024-11-14 23:27:03.958404+00:00,dog_0.jpg,375x500,0.02,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",50
22,resnet50,gpu,2024-11-14 23:27:03.981619+00:00,2024-11-14 23:27:03.986192+00:00,2024-11-14 23:27:03.990754+00:00,dog_1.jpg,375x500,0.0203,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.26108374
23,resnet50,gpu,2024-11-14 23:27:04.014358+00:00,2024-11-14 23:27:04.017308+00:00,2024-11-14 23:27:04.023358+00:00,1.jpg,499x381,0.0199,19.457,Border collie,Border collie,50.25125628
23,resnet50,gpu,2024-11-14 23:27:04.047176+00:00,2024-11-14 23:27:04.054462+00:00,2024-11-14 23:27:04.059821+00:00,cat_0.jpg,640x481,0.0201,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.75124378
23,resnet50,gpu,2024-11-14 23:27:04.083082+00:00,2024-11-14 23:27:04.085436+00:00,2024-11-14 23:27:04.089857+00:00,cat_1.jpg,441x350,0.02,64.68,"tabby, tabby cat","tabby, tabby cat",50
23,resnet50,gpu,2024-11-14 23:27:04.113033+00:00,2024-11-14 23:27:04.118193+00:00,2024-11-14 23:27:04.123268+00:00,cat_2.jpg,356x500,0.0201,99.544,Persian cat,Persian cat,49.75124378
23,resnet50,gpu,2024-11-14 23:27:04.146754+00:00,2024-11-14 23:27:04.151209+00:00,2024-11-14 23:27:04.155484+00:00,dog_0.jpg,375x500,0.0201,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.75124378
23,resnet50,gpu,2024-11-14 23:27:04.178805+00:00,2024-11-14 23:27:04.183343+00:00,2024-11-14 23:27:04.187807+00:00,dog_1.jpg,375x500,0.0201,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.75124378
24,resnet50,gpu,2024-11-14 23:27:04.211477+00:00,2024-11-14 23:27:04.213710+00:00,2024-11-14 23:27:04.218215+00:00,1.jpg,499x381,0.0212,19.457,Border collie,Border collie,47.16981132
24,resnet50,gpu,2024-11-14 23:27:04.242966+00:00,2024-11-14 23:27:04.250248+00:00,2024-11-14 23:27:04.256042+00:00,cat_0.jpg,640x481,0.0202,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.5049505
24,resnet50,gpu,2024-11-14 23:27:04.279507+00:00,2024-11-14 23:27:04.281850+00:00,2024-11-14 23:27:04.286017+00:00,cat_1.jpg,441x350,0.0201,64.68,"tabby, tabby cat","tabby, tabby cat",49.75124378
24,resnet50,gpu,2024-11-14 23:27:04.309476+00:00,2024-11-14 23:27:04.314620+00:00,2024-11-14 23:27:04.319155+00:00,cat_2.jpg,356x500,0.0202,99.544,Persian cat,Persian cat,49.5049505
24,resnet50,gpu,2024-11-14 23:27:04.342463+00:00,2024-11-14 23:27:04.346872+00:00,2024-11-14 23:27:04.351450+00:00,dog_0.jpg,375x500,0.0202,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.5049505
24,resnet50,gpu,2024-11-14 23:27:04.374993+00:00,2024-11-14 23:27:04.379545+00:00,2024-11-14 23:27:04.384217+00:00,dog_1.jpg,375x500,0.0201,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.75124378
25,resnet50,gpu,2024-11-14 23:27:04.407723+00:00,2024-11-14 23:27:04.409974+00:00,2024-11-14 23:27:04.414447+00:00,1.jpg,499x381,0.0202,19.457,Border collie,Border collie,49.5049505
25,resnet50,gpu,2024-11-14 23:27:04.437796+00:00,2024-11-14 23:27:04.445071+00:00,2024-11-14 23:27:04.450589+00:00,cat_0.jpg,640x481,0.0204,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.01960784
25,resnet50,gpu,2024-11-14 23:27:04.474509+00:00,2024-11-14 23:27:04.476834+00:00,2024-11-14 23:27:04.480903+00:00,cat_1.jpg,441x350,0.0202,64.68,"tabby, tabby cat","tabby, tabby cat",49.5049505
25,resnet50,gpu,2024-11-14 23:27:04.504282+00:00,2024-11-14 23:27:04.509472+00:00,2024-11-14 23:27:04.513933+00:00,cat_2.jpg,356x500,0.0202,99.544,Persian cat,Persian cat,49.5049505
25,resnet50,gpu,2024-11-14 23:27:04.537337+00:00,2024-11-14 23:27:04.541739+00:00,2024-11-14 23:27:04.545962+00:00,dog_0.jpg,375x500,0.0203,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.26108374
25,resnet50,gpu,2024-11-14 23:27:04.569441+00:00,2024-11-14 23:27:04.574008+00:00,2024-11-14 23:27:04.578519+00:00,dog_1.jpg,375x500,0.0202,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.5049505
26,resnet50,gpu,2024-11-14 23:27:04.602221+00:00,2024-11-14 23:27:04.604427+00:00,2024-11-14 23:27:04.608928+00:00,1.jpg,499x381,0.0202,19.457,Border collie,Border collie,49.5049505
26,resnet50,gpu,2024-11-14 23:27:04.632452+00:00,2024-11-14 23:27:04.639666+00:00,2024-11-14 23:27:04.645088+00:00,cat_0.jpg,640x481,0.0215,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",46.51162791
26,resnet50,gpu,2024-11-14 23:27:04.670148+00:00,2024-11-14 23:27:04.672457+00:00,2024-11-14 23:27:04.676720+00:00,cat_1.jpg,441x350,0.0201,64.68,"tabby, tabby cat","tabby, tabby cat",49.75124378
26,resnet50,gpu,2024-11-14 23:27:04.700182+00:00,2024-11-14 23:27:04.705354+00:00,2024-11-14 23:27:04.709796+00:00,cat_2.jpg,356x500,0.0202,99.544,Persian cat,Persian cat,49.5049505
26,resnet50,gpu,2024-11-14 23:27:04.733161+00:00,2024-11-14 23:27:04.737576+00:00,2024-11-14 23:27:04.741838+00:00,dog_0.jpg,375x500,0.0202,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.5049505
26,resnet50,gpu,2024-11-14 23:27:04.765206+00:00,2024-11-14 23:27:04.769756+00:00,2024-11-14 23:27:04.774147+00:00,dog_1.jpg,375x500,0.0202,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.5049505
27,resnet50,gpu,2024-11-14 23:27:04.797688+00:00,2024-11-14 23:27:04.799887+00:00,2024-11-14 23:27:04.804313+00:00,1.jpg,499x381,0.0201,19.457,Border collie,Border collie,49.75124378
27,resnet50,gpu,2024-11-14 23:27:04.827578+00:00,2024-11-14 23:27:04.834805+00:00,2024-11-14 23:27:04.841881+00:00,cat_0.jpg,640x481,0.0204,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.01960784
27,resnet50,gpu,2024-11-14 23:27:04.865489+00:00,2024-11-14 23:27:04.867881+00:00,2024-11-14 23:27:04.875555+00:00,cat_1.jpg,441x350,0.021,64.68,"tabby, tabby cat","tabby, tabby cat",47.61904762
27,resnet50,gpu,2024-11-14 23:27:04.900148+00:00,2024-11-14 23:27:04.905497+00:00,2024-11-14 23:27:04.910300+00:00,cat_2.jpg,356x500,0.0202,99.544,Persian cat,Persian cat,49.5049505
27,resnet50,gpu,2024-11-14 23:27:04.933774+00:00,2024-11-14 23:27:04.938277+00:00,2024-11-14 23:27:04.942663+00:00,dog_0.jpg,375x500,0.0201,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.75124378
27,resnet50,gpu,2024-11-14 23:27:04.965927+00:00,2024-11-14 23:27:04.970494+00:00,2024-11-14 23:27:04.976382+00:00,dog_1.jpg,375x500,0.0212,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",47.16981132
28,resnet50,gpu,2024-11-14 23:27:05.000947+00:00,2024-11-14 23:27:05.003205+00:00,2024-11-14 23:27:05.007907+00:00,1.jpg,499x381,0.0199,19.457,Border collie,Border collie,50.25125628
28,resnet50,gpu,2024-11-14 23:27:05.031005+00:00,2024-11-14 23:27:05.038291+00:00,2024-11-14 23:27:05.043502+00:00,cat_0.jpg,640x481,0.0201,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.75124378
28,resnet50,gpu,2024-11-14 23:27:05.066948+00:00,2024-11-14 23:27:05.069315+00:00,2024-11-14 23:27:05.073637+00:00,cat_1.jpg,441x350,0.0212,64.68,"tabby, tabby cat","tabby, tabby cat",47.16981132
28,resnet50,gpu,2024-11-14 23:27:05.098565+00:00,2024-11-14 23:27:05.103761+00:00,2024-11-14 23:27:05.108049+00:00,cat_2.jpg,356x500,0.02,99.544,Persian cat,Persian cat,50
28,resnet50,gpu,2024-11-14 23:27:05.131286+00:00,2024-11-14 23:27:05.135711+00:00,2024-11-14 23:27:05.140052+00:00,dog_0.jpg,375x500,0.0201,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.75124378
28,resnet50,gpu,2024-11-14 23:27:05.163317+00:00,2024-11-14 23:27:05.167855+00:00,2024-11-14 23:27:05.172354+00:00,dog_1.jpg,375x500,0.0202,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.5049505
29,resnet50,gpu,2024-11-14 23:27:05.196077+00:00,2024-11-14 23:27:05.198307+00:00,2024-11-14 23:27:05.202793+00:00,1.jpg,499x381,0.0201,19.457,Border collie,Border collie,49.75124378
29,resnet50,gpu,2024-11-14 23:27:05.226221+00:00,2024-11-14 23:27:05.233466+00:00,2024-11-14 23:27:05.238810+00:00,cat_0.jpg,640x481,0.0203,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.26108374
29,resnet50,gpu,2024-11-14 23:27:05.262277+00:00,2024-11-14 23:27:05.264619+00:00,2024-11-14 23:27:05.268797+00:00,cat_1.jpg,441x350,0.0202,64.68,"tabby, tabby cat","tabby, tabby cat",49.5049505
29,resnet50,gpu,2024-11-14 23:27:05.292135+00:00,2024-11-14 23:27:05.297328+00:00,2024-11-14 23:27:05.305640+00:00,cat_2.jpg,356x500,0.02,99.544,Persian cat,Persian cat,50
29,resnet50,gpu,2024-11-14 23:27:05.329486+00:00,2024-11-14 23:27:05.333979+00:00,2024-11-14 23:27:05.339481+00:00,dog_0.jpg,375x500,0.0201,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.75124378
29,resnet50,gpu,2024-11-14 23:27:05.362719+00:00,2024-11-14 23:27:05.367301+00:00,2024-11-14 23:27:05.371795+00:00,dog_1.jpg,375x500,0.0203,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.26108374
30,resnet50,gpu,2024-11-14 23:27:05.395677+00:00,2024-11-14 23:27:05.397926+00:00,2024-11-14 23:27:05.402503+00:00,1.jpg,499x381,0.0203,19.457,Border collie,Border collie,49.26108374
30,resnet50,gpu,2024-11-14 23:27:05.425883+00:00,2024-11-14 23:27:05.433150+00:00,2024-11-14 23:27:05.438490+00:00,cat_0.jpg,640x481,0.0202,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.5049505
30,resnet50,gpu,2024-11-14 23:27:05.461950+00:00,2024-11-14 23:27:05.464277+00:00,2024-11-14 23:27:05.468467+00:00,cat_1.jpg,441x350,0.02,64.68,"tabby, tabby cat","tabby, tabby cat",50
30,resnet50,gpu,2024-11-14 23:27:05.491676+00:00,2024-11-14 23:27:05.496874+00:00,2024-11-14 23:27:05.501509+00:00,cat_2.jpg,356x500,0.0215,99.544,Persian cat,Persian cat,46.51162791
30,resnet50,gpu,2024-11-14 23:27:05.526607+00:00,2024-11-14 23:27:05.531065+00:00,2024-11-14 23:27:05.535406+00:00,dog_0.jpg,375x500,0.0203,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.26108374
30,resnet50,gpu,2024-11-14 23:27:05.558821+00:00,2024-11-14 23:27:05.563368+00:00,2024-11-14 23:27:05.567869+00:00,dog_1.jpg,375x500,0.0201,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.75124378
31,resnet50,gpu,2024-11-14 23:27:05.591386+00:00,2024-11-14 23:27:05.593618+00:00,2024-11-14 23:27:05.598723+00:00,1.jpg,499x381,0.0203,19.457,Border collie,Border collie,49.26108374
31,resnet50,gpu,2024-11-14 23:27:05.622220+00:00,2024-11-14 23:27:05.629858+00:00,2024-11-14 23:27:05.635028+00:00,cat_0.jpg,640x481,0.0204,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.01960784
31,resnet50,gpu,2024-11-14 23:27:05.658739+00:00,2024-11-14 23:27:05.661100+00:00,2024-11-14 23:27:05.665425+00:00,cat_1.jpg,441x350,0.0203,64.68,"tabby, tabby cat","tabby, tabby cat",49.26108374
31,resnet50,gpu,2024-11-14 23:27:05.688840+00:00,2024-11-14 23:27:05.694016+00:00,2024-11-14 23:27:05.698252+00:00,cat_2.jpg,356x500,0.0203,99.544,Persian cat,Persian cat,49.26108374
31,resnet50,gpu,2024-11-14 23:27:05.721722+00:00,2024-11-14 23:27:05.726707+00:00,2024-11-14 23:27:05.731602+00:00,dog_0.jpg,375x500,0.0204,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.01960784
31,resnet50,gpu,2024-11-14 23:27:05.755488+00:00,2024-11-14 23:27:05.760036+00:00,2024-11-14 23:27:05.764456+00:00,dog_1.jpg,375x500,0.0203,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.26108374
32,resnet50,gpu,2024-11-14 23:27:05.788067+00:00,2024-11-14 23:27:05.790309+00:00,2024-11-14 23:27:05.794801+00:00,1.jpg,499x381,0.0203,19.457,Border collie,Border collie,49.26108374
32,resnet50,gpu,2024-11-14 23:27:05.818231+00:00,2024-11-14 23:27:05.825470+00:00,2024-11-14 23:27:05.830911+00:00,cat_0.jpg,640x481,0.0203,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.26108374
32,resnet50,gpu,2024-11-14 23:27:05.854363+00:00,2024-11-14 23:27:05.856800+00:00,2024-11-14 23:27:05.863290+00:00,cat_1.jpg,441x350,0.0208,64.68,"tabby, tabby cat","tabby, tabby cat",48.07692308
32,resnet50,gpu,2024-11-14 23:27:05.887663+00:00,2024-11-14 23:27:05.893670+00:00,2024-11-14 23:27:05.902597+00:00,cat_2.jpg,356x500,0.0206,99.544,Persian cat,Persian cat,48.54368932
32,resnet50,gpu,2024-11-14 23:27:05.926488+00:00,2024-11-14 23:27:05.931010+00:00,2024-11-14 23:27:05.937812+00:00,dog_0.jpg,375x500,0.0202,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.5049505
32,resnet50,gpu,2024-11-14 23:27:05.961768+00:00,2024-11-14 23:27:05.966387+00:00,2024-11-14 23:27:05.971654+00:00,dog_1.jpg,375x500,0.0204,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.01960784
33,resnet50,gpu,2024-11-14 23:27:05.995398+00:00,2024-11-14 23:27:05.997668+00:00,2024-11-14 23:27:06.002125+00:00,1.jpg,499x381,0.0201,19.457,Border collie,Border collie,49.75124378
33,resnet50,gpu,2024-11-14 23:27:06.025484+00:00,2024-11-14 23:27:06.032733+00:00,2024-11-14 23:27:06.038072+00:00,cat_0.jpg,640x481,0.0202,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.5049505
33,resnet50,gpu,2024-11-14 23:27:06.061494+00:00,2024-11-14 23:27:06.063804+00:00,2024-11-14 23:27:06.069723+00:00,cat_1.jpg,441x350,0.0201,64.68,"tabby, tabby cat","tabby, tabby cat",49.75124378
33,resnet50,gpu,2024-11-14 23:27:06.092999+00:00,2024-11-14 23:27:06.098149+00:00,2024-11-14 23:27:06.104504+00:00,cat_2.jpg,356x500,0.0202,99.544,Persian cat,Persian cat,49.5049505
33,resnet50,gpu,2024-11-14 23:27:06.127906+00:00,2024-11-14 23:27:06.132306+00:00,2024-11-14 23:27:06.138427+00:00,dog_0.jpg,375x500,0.0216,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",46.2962963
33,resnet50,gpu,2024-11-14 23:27:06.163719+00:00,2024-11-14 23:27:06.168296+00:00,2024-11-14 23:27:06.175153+00:00,dog_1.jpg,375x500,0.0204,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.01960784
34,resnet50,gpu,2024-11-14 23:27:06.198923+00:00,2024-11-14 23:27:06.201188+00:00,2024-11-14 23:27:06.207380+00:00,1.jpg,499x381,0.0203,19.457,Border collie,Border collie,49.26108374
34,resnet50,gpu,2024-11-14 23:27:06.230866+00:00,2024-11-14 23:27:06.238115+00:00,2024-11-14 23:27:06.246939+00:00,cat_0.jpg,640x481,0.0206,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",48.54368932
34,resnet50,gpu,2024-11-14 23:27:06.271253+00:00,2024-11-14 23:27:06.273642+00:00,2024-11-14 23:27:06.277885+00:00,cat_1.jpg,441x350,0.0199,64.68,"tabby, tabby cat","tabby, tabby cat",50.25125628
34,resnet50,gpu,2024-11-14 23:27:06.301005+00:00,2024-11-14 23:27:06.306172+00:00,2024-11-14 23:27:06.310651+00:00,cat_2.jpg,356x500,0.0201,99.544,Persian cat,Persian cat,49.75124378
34,resnet50,gpu,2024-11-14 23:27:06.333905+00:00,2024-11-14 23:27:06.338354+00:00,2024-11-14 23:27:06.342677+00:00,dog_0.jpg,375x500,0.0199,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",50.25125628
34,resnet50,gpu,2024-11-14 23:27:06.366330+00:00,2024-11-14 23:27:06.370906+00:00,2024-11-14 23:27:06.375231+00:00,dog_1.jpg,375x500,0.0201,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.75124378
35,resnet50,gpu,2024-11-14 23:27:06.398699+00:00,2024-11-14 23:27:06.400980+00:00,2024-11-14 23:27:06.405329+00:00,1.jpg,499x381,0.0199,19.457,Border collie,Border collie,50.25125628
35,resnet50,gpu,2024-11-14 23:27:06.428440+00:00,2024-11-14 23:27:06.435696+00:00,2024-11-14 23:27:06.440888+00:00,cat_0.jpg,640x481,0.0201,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.75124378
35,resnet50,gpu,2024-11-14 23:27:06.464157+00:00,2024-11-14 23:27:06.466491+00:00,2024-11-14 23:27:06.470492+00:00,cat_1.jpg,441x350,0.02,64.68,"tabby, tabby cat","tabby, tabby cat",50
35,resnet50,gpu,2024-11-14 23:27:06.493694+00:00,2024-11-14 23:27:06.498861+00:00,2024-11-14 23:27:06.503367+00:00,cat_2.jpg,356x500,0.0202,99.544,Persian cat,Persian cat,49.5049505
35,resnet50,gpu,2024-11-14 23:27:06.526725+00:00,2024-11-14 23:27:06.531152+00:00,2024-11-14 23:27:06.535420+00:00,dog_0.jpg,375x500,0.0202,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.5049505
35,resnet50,gpu,2024-11-14 23:27:06.558813+00:00,2024-11-14 23:27:06.563355+00:00,2024-11-14 23:27:06.571682+00:00,dog_1.jpg,375x500,0.0205,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",48.7804878
36,resnet50,gpu,2024-11-14 23:27:06.595930+00:00,2024-11-14 23:27:06.598202+00:00,2024-11-14 23:27:06.604904+00:00,1.jpg,499x381,0.0202,19.457,Border collie,Border collie,49.5049505
36,resnet50,gpu,2024-11-14 23:27:06.628298+00:00,2024-11-14 23:27:06.635594+00:00,2024-11-14 23:27:06.643411+00:00,cat_0.jpg,640x481,0.0203,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.26108374
36,resnet50,gpu,2024-11-14 23:27:06.666889+00:00,2024-11-14 23:27:06.669228+00:00,2024-11-14 23:27:06.676392+00:00,cat_1.jpg,441x350,0.0202,64.68,"tabby, tabby cat","tabby, tabby cat",49.5049505
36,resnet50,gpu,2024-11-14 23:27:06.699695+00:00,2024-11-14 23:27:06.704905+00:00,2024-11-14 23:27:06.712272+00:00,cat_2.jpg,356x500,0.0202,99.544,Persian cat,Persian cat,49.5049505
36,resnet50,gpu,2024-11-14 23:27:06.735674+00:00,2024-11-14 23:27:06.740090+00:00,2024-11-14 23:27:06.747466+00:00,dog_0.jpg,375x500,0.0196,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",51.02040816
36,resnet50,gpu,2024-11-14 23:27:06.770678+00:00,2024-11-14 23:27:06.775693+00:00,2024-11-14 23:27:06.782137+00:00,dog_1.jpg,375x500,0.02,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",50
37,resnet50,gpu,2024-11-14 23:27:06.806202+00:00,2024-11-14 23:27:06.808436+00:00,2024-11-14 23:27:06.814975+00:00,1.jpg,499x381,0.02,19.457,Border collie,Border collie,50
37,resnet50,gpu,2024-11-14 23:27:06.838175+00:00,2024-11-14 23:27:06.845449+00:00,2024-11-14 23:27:06.854547+00:00,cat_0.jpg,640x481,0.0206,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",48.54368932
37,resnet50,gpu,2024-11-14 23:27:06.878392+00:00,2024-11-14 23:27:06.880832+00:00,2024-11-14 23:27:06.887886+00:00,cat_1.jpg,441x350,0.0206,64.68,"tabby, tabby cat","tabby, tabby cat",48.54368932
37,resnet50,gpu,2024-11-14 23:27:06.911735+00:00,2024-11-14 23:27:06.916997+00:00,2024-11-14 23:27:06.923207+00:00,cat_2.jpg,356x500,0.0203,99.544,Persian cat,Persian cat,49.26108374
37,resnet50,gpu,2024-11-14 23:27:06.946895+00:00,2024-11-14 23:27:06.951376+00:00,2024-11-14 23:27:06.958870+00:00,dog_0.jpg,375x500,0.0203,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",49.26108374
37,resnet50,gpu,2024-11-14 23:27:06.982320+00:00,2024-11-14 23:27:06.987705+00:00,2024-11-14 23:27:06.992505+00:00,dog_1.jpg,375x500,0.0202,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",49.5049505
38,resnet50,gpu,2024-11-14 23:27:07.016628+00:00,2024-11-14 23:27:07.018879+00:00,2024-11-14 23:27:07.023503+00:00,1.jpg,499x381,0.0201,19.457,Border collie,Border collie,49.75124378
38,resnet50,gpu,2024-11-14 23:27:07.046746+00:00,2024-11-14 23:27:07.053999+00:00,2024-11-14 23:27:07.059338+00:00,cat_0.jpg,640x481,0.0203,18.875,"pop bottle, soda bottle","pop bottle, soda bottle",49.26108374
38,resnet50,gpu,2024-11-14 23:27:07.082811+00:00,2024-11-14 23:27:07.085124+00:00,2024-11-14 23:27:07.089371+00:00,cat_1.jpg,441x350,0.0201,64.68,"tabby, tabby cat","tabby, tabby cat",49.75124378
38,resnet50,gpu,2024-11-14 23:27:07.112571+00:00,2024-11-14 23:27:07.117730+00:00,2024-11-14 23:27:07.121894+00:00,cat_2.jpg,356x500,0.02,99.544,Persian cat,Persian cat,50
38,resnet50,gpu,2024-11-14 23:27:07.145050+00:00,2024-11-14 23:27:07.149444+00:00,2024-11-14 23:27:07.153593+00:00,dog_0.jpg,375x500,0.0198,95.687,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",50.50505051
38,resnet50,gpu,2024-11-14 23:27:07.176600+00:00,2024-11-14 23:27:07.181118+00:00,2024-11-14 23:27:07.185379+00:00,dog_1.jpg,375x500,0.0216,88.923,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",46.2962963
39,resnet50,gpu,2024-11-14 23:27:07.210815+00:00,2024-11-14 23:27:07.213061+00:00,2024-11-14 23:27:07.217661+00:00,1.jpg,499x381,0.0201,19.457,Border collie,Border collie,49.75124378
