Load Time,Transform Time,Predict Time,Image Name,Resolution,Inference Time,Accuracy,Argmax Class,TopK Class,Latency,Model
2024-11-01 18:42:47.909656+00:00,2024-11-01 18:42:47.916923+00:00,2024-11-01 18:42:47.938144+00:00,dog_1.jpg,375x500,0.3582,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.0358,Resnet-18
2024-11-01 18:42:48.275245+00:00,2024-11-01 18:42:48.280423+00:00,2024-11-01 18:42:48.300049+00:00,1.jpg,499x381,0.4053,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0405,Resnet-18
2024-11-01 18:42:48.680684+00:00,2024-11-01 18:42:48.692417+00:00,2024-11-01 18:42:48.717251+00:00,cat_0.jpg,640x481,0.3349,18.534,"tabby, tabby cat","tabby, tabby cat",0.0335,Resnet-18
2024-11-01 18:42:49.019025+00:00,2024-11-01 18:42:49.027330+00:00,2024-11-01 18:42:49.039408+00:00,cat_1.jpg,441x350,0.3292,64.716,"tabby, tabby cat","tabby, tabby cat",0.0329,Resnet-18
2024-11-01 18:42:49.350926+00:00,2024-11-01 18:42:49.359815+00:00,2024-11-01 18:42:49.376335+00:00,cat_2.jpg,356x500,0.4119,99.256,Persian cat,Persian cat,0.0412,Resnet-18
2024-11-01 18:42:49.767120+00:00,2024-11-01 18:42:49.774332+00:00,2024-11-01 18:42:49.793135+00:00,dog_0.jpg,375x500,0.332,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.0332,Resnet-18
2024-11-01 18:42:50.102905+00:00,2024-11-01 18:42:50.110254+00:00,2024-11-01 18:42:50.129985+00:00,dog_1.jpg,375x500,0.3466,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.0347,Resnet-18
2024-11-01 18:42:50.453616+00:00,2024-11-01 18:42:50.478366+00:00,2024-11-01 18:42:50.506227+00:00,1.jpg,499x381,0.3973,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0397,Resnet-18
2024-11-01 18:42:50.855416+00:00,2024-11-01 18:42:50.867694+00:00,2024-11-01 18:42:50.893995+00:00,cat_0.jpg,640x481,0.3513,18.534,"tabby, tabby cat","tabby, tabby cat",0.0351,Resnet-18
2024-11-01 18:42:51.212887+00:00,2024-11-01 18:42:51.217622+00:00,2024-11-01 18:42:51.248403+00:00,cat_1.jpg,441x350,0.3964,64.716,"tabby, tabby cat","tabby, tabby cat",0.0396,Resnet-18
2024-11-01 18:42:51.611891+00:00,2024-11-01 18:42:51.620579+00:00,2024-11-01 18:42:51.641999+00:00,cat_2.jpg,356x500,0.338,99.256,Persian cat,Persian cat,0.0338,Resnet-18
2024-11-01 18:42:51.956455+00:00,2024-11-01 18:42:51.963686+00:00,2024-11-01 18:42:51.983958+00:00,dog_0.jpg,375x500,0.3572,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.0357,Resnet-18
2024-11-01 18:42:52.317135+00:00,2024-11-01 18:42:52.324569+00:00,2024-11-01 18:42:52.344829+00:00,dog_1.jpg,375x500,0.413,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.0413,Resnet-18
2024-11-01 18:42:52.735418+00:00,2024-11-01 18:42:52.740784+00:00,2024-11-01 18:42:52.762696+00:00,1.jpg,499x381,0.3553,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0355,Resnet-18
2024-11-01 18:42:53.094208+00:00,2024-11-01 18:42:53.110245+00:00,2024-11-01 18:42:53.127173+00:00,cat_0.jpg,640x481,0.3622,18.534,"tabby, tabby cat","tabby, tabby cat",0.0362,Resnet-18
2024-11-01 18:42:53.475117+00:00,2024-11-01 18:42:53.482633+00:00,2024-11-01 18:42:53.517315+00:00,cat_1.jpg,441x350,0.3788,64.716,"tabby, tabby cat","tabby, tabby cat",0.0379,Resnet-18
2024-11-01 18:42:53.842964+00:00,2024-11-01 18:42:53.851192+00:00,2024-11-01 18:42:53.869857+00:00,cat_2.jpg,356x500,0.362,99.256,Persian cat,Persian cat,0.0362,Resnet-18
2024-11-01 18:42:54.212420+00:00,2024-11-01 18:42:54.219613+00:00,2024-11-01 18:42:54.242008+00:00,dog_0.jpg,375x500,0.4342,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.0434,Resnet-18
2024-11-01 18:42:54.650082+00:00,2024-11-01 18:42:54.657508+00:00,2024-11-01 18:42:54.678213+00:00,dog_1.jpg,375x500,0.3605,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.036,Resnet-18
2024-11-01 18:42:55.014620+00:00,2024-11-01 18:42:55.019341+00:00,2024-11-01 18:42:55.038528+00:00,1.jpg,499x381,0.322,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0322,Resnet-18
2024-11-01 18:42:55.340142+00:00,2024-11-01 18:42:55.351800+00:00,2024-11-01 18:42:55.374231+00:00,cat_0.jpg,640x481,0.4318,18.534,"tabby, tabby cat","tabby, tabby cat",0.0432,Resnet-18
2024-11-01 18:42:55.774589+00:00,2024-11-01 18:42:55.779978+00:00,2024-11-01 18:42:55.796592+00:00,cat_1.jpg,441x350,0.3516,64.716,"tabby, tabby cat","tabby, tabby cat",0.0352,Resnet-18
2024-11-01 18:42:56.129786+00:00,2024-11-01 18:42:56.138479+00:00,2024-11-01 18:42:56.157053+00:00,cat_2.jpg,356x500,0.4004,99.256,Persian cat,Persian cat,0.04,Resnet-18
2024-11-01 18:42:56.534662+00:00,2024-11-01 18:42:56.542718+00:00,2024-11-01 18:42:56.586092+00:00,dog_0.jpg,375x500,0.3811,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.0381,Resnet-18
2024-11-01 18:42:56.919427+00:00,2024-11-01 18:42:56.926775+00:00,2024-11-01 18:42:56.943815+00:00,dog_1.jpg,375x500,0.3506,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.0351,Resnet-18
2024-11-01 18:42:57.274103+00:00,2024-11-01 18:42:57.278808+00:00,2024-11-01 18:42:57.298599+00:00,1.jpg,499x381,0.42,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.042,Resnet-18
2024-11-01 18:42:57.697511+00:00,2024-11-01 18:42:57.709050+00:00,2024-11-01 18:42:57.732463+00:00,cat_0.jpg,640x481,0.3597,18.534,"tabby, tabby cat","tabby, tabby cat",0.036,Resnet-18
2024-11-01 18:42:58.059796+00:00,2024-11-01 18:42:58.065212+00:00,2024-11-01 18:42:58.085487+00:00,cat_1.jpg,441x350,0.3534,64.716,"tabby, tabby cat","tabby, tabby cat",0.0353,Resnet-18
2024-11-01 18:42:58.421271+00:00,2024-11-01 18:42:58.430075+00:00,2024-11-01 18:42:58.446007+00:00,cat_2.jpg,356x500,0.3843,99.256,Persian cat,Persian cat,0.0384,Resnet-18
2024-11-01 18:42:58.809938+00:00,2024-11-01 18:42:58.817135+00:00,2024-11-01 18:42:58.838065+00:00,dog_0.jpg,375x500,0.3335,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.0333,Resnet-18
2024-11-01 18:42:59.146940+00:00,2024-11-01 18:42:59.154227+00:00,2024-11-01 18:42:59.175361+00:00,dog_1.jpg,375x500,0.3869,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.0387,Resnet-18
2024-11-01 18:42:59.537542+00:00,2024-11-01 18:42:59.542830+00:00,2024-11-01 18:42:59.574902+00:00,1.jpg,499x381,0.3768,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0377,Resnet-18
2024-11-01 18:42:59.917269+00:00,2024-11-01 18:42:59.929982+00:00,2024-11-01 18:42:59.949424+00:00,cat_0.jpg,640x481,0.3688,18.534,"tabby, tabby cat","tabby, tabby cat",0.0369,Resnet-18
2024-11-01 18:43:00.290342+00:00,2024-11-01 18:43:00.298522+00:00,2024-11-01 18:43:00.318003+00:00,cat_1.jpg,441x350,0.4146,64.716,"tabby, tabby cat","tabby, tabby cat",0.0415,Resnet-18
2024-11-01 18:43:00.708396+00:00,2024-11-01 18:43:00.716549+00:00,2024-11-01 18:43:00.739854+00:00,cat_2.jpg,356x500,0.3475,99.256,Persian cat,Persian cat,0.0347,Resnet-18
2024-11-01 18:43:01.058466+00:00,2024-11-01 18:43:01.066379+00:00,2024-11-01 18:43:01.086883+00:00,dog_0.jpg,375x500,0.3684,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.0368,Resnet-18
2024-11-01 18:43:01.431317+00:00,2024-11-01 18:43:01.438664+00:00,2024-11-01 18:43:01.457893+00:00,dog_1.jpg,375x500,0.4042,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.0404,Resnet-18
2024-11-01 18:43:01.839486+00:00,2024-11-01 18:43:01.844206+00:00,2024-11-01 18:43:01.866256+00:00,1.jpg,499x381,0.3572,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0357,Resnet-18
2024-11-01 18:43:02.200175+00:00,2024-11-01 18:43:02.211791+00:00,2024-11-01 18:43:02.235703+00:00,cat_0.jpg,640x481,0.3918,18.534,"tabby, tabby cat","tabby, tabby cat",0.0392,Resnet-18
2024-11-01 18:43:02.599101+00:00,2024-11-01 18:43:02.604790+00:00,2024-11-01 18:43:02.627032+00:00,cat_1.jpg,441x350,0.336,64.716,"tabby, tabby cat","tabby, tabby cat",0.0336,Resnet-18
2024-11-01 18:43:02.938508+00:00,2024-11-01 18:43:02.947288+00:00,2024-11-01 18:43:02.967228+00:00,cat_2.jpg,356x500,0.3537,99.256,Persian cat,Persian cat,0.0354,Resnet-18
2024-11-01 18:43:03.303144+00:00,2024-11-01 18:43:03.310791+00:00,2024-11-01 18:43:03.330398+00:00,dog_0.jpg,375x500,0.4148,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.0415,Resnet-18
2024-11-01 18:43:03.717036+00:00,2024-11-01 18:43:03.725074+00:00,2024-11-01 18:43:03.745135+00:00,dog_1.jpg,375x500,0.3288,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.0329,Resnet-18
2024-11-01 18:43:04.053559+00:00,2024-11-01 18:43:04.058370+00:00,2024-11-01 18:43:04.072102+00:00,1.jpg,499x381,0.3218,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0322,Resnet-18
2024-11-01 18:43:04.378970+00:00,2024-11-01 18:43:04.390487+00:00,2024-11-01 18:43:04.413776+00:00,cat_0.jpg,640x481,0.4208,18.534,"tabby, tabby cat","tabby, tabby cat",0.0421,Resnet-18
2024-11-01 18:43:04.802526+00:00,2024-11-01 18:43:04.808255+00:00,2024-11-01 18:43:04.826334+00:00,cat_1.jpg,441x350,0.3493,64.716,"tabby, tabby cat","tabby, tabby cat",0.0349,Resnet-18
2024-11-01 18:43:05.156099+00:00,2024-11-01 18:43:05.164072+00:00,2024-11-01 18:43:05.183658+00:00,cat_2.jpg,356x500,0.3841,99.256,Persian cat,Persian cat,0.0384,Resnet-18
2024-11-01 18:43:05.556235+00:00,2024-11-01 18:43:05.563775+00:00,2024-11-01 18:43:05.586437+00:00,dog_0.jpg,375x500,0.3652,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.0365,Resnet-18
2024-11-01 18:43:05.925889+00:00,2024-11-01 18:43:05.933583+00:00,2024-11-01 18:43:05.960307+00:00,dog_1.jpg,375x500,0.3643,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.0364,Resnet-18
2024-11-01 18:43:06.293329+00:00,2024-11-01 18:43:06.298790+00:00,2024-11-01 18:43:06.319410+00:00,1.jpg,499x381,0.4188,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0419,Resnet-18
2024-11-01 18:43:06.720389+00:00,2024-11-01 18:43:06.732114+00:00,2024-11-01 18:43:06.755153+00:00,cat_0.jpg,640x481,0.3469,18.534,"tabby, tabby cat","tabby, tabby cat",0.0347,Resnet-18
2024-11-01 18:43:07.069933+00:00,2024-11-01 18:43:07.075331+00:00,2024-11-01 18:43:07.095900+00:00,cat_1.jpg,441x350,0.3406,64.716,"tabby, tabby cat","tabby, tabby cat",0.0341,Resnet-18
2024-11-01 18:43:07.413966+00:00,2024-11-01 18:43:07.422670+00:00,2024-11-01 18:43:07.441977+00:00,cat_2.jpg,356x500,0.3972,99.256,Persian cat,Persian cat,0.0397,Resnet-18
2024-11-01 18:43:07.814723+00:00,2024-11-01 18:43:07.822668+00:00,2024-11-01 18:43:07.844357+00:00,dog_0.jpg,375x500,0.3499,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.035,Resnet-18
2024-11-01 18:43:08.168060+00:00,2024-11-01 18:43:08.176120+00:00,2024-11-01 18:43:08.200672+00:00,dog_1.jpg,375x500,0.4311,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.0431,Resnet-18
2024-11-01 18:43:08.604218+00:00,2024-11-01 18:43:08.608925+00:00,2024-11-01 18:43:08.640755+00:00,1.jpg,499x381,0.3607,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0361,Resnet-18
2024-11-01 18:43:08.968395+00:00,2024-11-01 18:43:08.979946+00:00,2024-11-01 18:43:09.006184+00:00,cat_0.jpg,640x481,0.3555,18.534,"tabby, tabby cat","tabby, tabby cat",0.0355,Resnet-18
2024-11-01 18:43:09.326417+00:00,2024-11-01 18:43:09.331832+00:00,2024-11-01 18:43:09.348690+00:00,cat_1.jpg,441x350,0.4211,64.716,"tabby, tabby cat","tabby, tabby cat",0.0421,Resnet-18
2024-11-01 18:43:09.752111+00:00,2024-11-01 18:43:09.760112+00:00,2024-11-01 18:43:09.783869+00:00,cat_2.jpg,356x500,0.3575,99.256,Persian cat,Persian cat,0.0357,Resnet-18
2024-11-01 18:43:10.113103+00:00,2024-11-01 18:43:10.120315+00:00,2024-11-01 18:43:10.139363+00:00,dog_0.jpg,375x500,0.3319,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.0332,Resnet-18
2024-11-01 18:43:10.448425+00:00,2024-11-01 18:43:10.456399+00:00,2024-11-01 18:43:10.472920+00:00,dog_1.jpg,375x500,0.4068,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.0407,Resnet-18
2024-11-01 18:43:10.860173+00:00,2024-11-01 18:43:10.864893+00:00,2024-11-01 18:43:10.882403+00:00,1.jpg,499x381,0.3477,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0348,Resnet-18
2024-11-01 18:43:11.210563+00:00,2024-11-01 18:43:11.222950+00:00,2024-11-01 18:43:11.244398+00:00,cat_0.jpg,640x481,0.3849,18.534,"tabby, tabby cat","tabby, tabby cat",0.0385,Resnet-18
2024-11-01 18:43:11.600593+00:00,2024-11-01 18:43:11.606358+00:00,2024-11-01 18:43:11.633726+00:00,cat_1.jpg,441x350,0.3619,64.716,"tabby, tabby cat","tabby, tabby cat",0.0362,Resnet-18
2024-11-01 18:43:11.965872+00:00,2024-11-01 18:43:11.974034+00:00,2024-11-01 18:43:11.994707+00:00,cat_2.jpg,356x500,0.3749,99.256,Persian cat,Persian cat,0.0375,Resnet-18
2024-11-01 18:43:12.343403+00:00,2024-11-01 18:43:12.351314+00:00,2024-11-01 18:43:12.364202+00:00,dog_0.jpg,375x500,0.3856,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.0386,Resnet-18
2024-11-01 18:43:12.733249+00:00,2024-11-01 18:43:12.740608+00:00,2024-11-01 18:43:12.761699+00:00,dog_1.jpg,375x500,0.3658,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.0366,Resnet-18
2024-11-01 18:43:13.102191+00:00,2024-11-01 18:43:13.107668+00:00,2024-11-01 18:43:13.130094+00:00,1.jpg,499x381,0.3663,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0366,Resnet-18
2024-11-01 18:43:13.472829+00:00,2024-11-01 18:43:13.499484+00:00,2024-11-01 18:43:13.532387+00:00,cat_0.jpg,640x481,0.4218,18.534,"tabby, tabby cat","tabby, tabby cat",0.0422,Resnet-18
2024-11-01 18:43:13.897253+00:00,2024-11-01 18:43:13.902700+00:00,2024-11-01 18:43:13.927375+00:00,cat_1.jpg,441x350,0.3395,64.716,"tabby, tabby cat","tabby, tabby cat",0.0339,Resnet-18
2024-11-01 18:43:14.241026+00:00,2024-11-01 18:43:14.249032+00:00,2024-11-01 18:43:14.262575+00:00,cat_2.jpg,356x500,0.3884,99.256,Persian cat,Persian cat,0.0388,Resnet-18
2024-11-01 18:43:14.632309+00:00,2024-11-01 18:43:14.642435+00:00,2024-11-01 18:43:14.666474+00:00,dog_0.jpg,375x500,0.3655,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.0366,Resnet-18
2024-11-01 18:43:15.002052+00:00,2024-11-01 18:43:15.012843+00:00,2024-11-01 18:43:15.032662+00:00,dog_1.jpg,375x500,0.3538,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.0354,Resnet-18
2024-11-01 18:43:15.359937+00:00,2024-11-01 18:43:15.364599+00:00,2024-11-01 18:43:15.384589+00:00,1.jpg,499x381,0.4015,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0402,Resnet-18
2024-11-01 18:43:15.765470+00:00,2024-11-01 18:43:15.776966+00:00,2024-11-01 18:43:15.805537+00:00,cat_0.jpg,640x481,0.3635,18.534,"tabby, tabby cat","tabby, tabby cat",0.0363,Resnet-18
2024-11-01 18:43:16.131465+00:00,2024-11-01 18:43:16.136921+00:00,2024-11-01 18:43:16.156355+00:00,cat_1.jpg,441x350,0.3421,64.716,"tabby, tabby cat","tabby, tabby cat",0.0342,Resnet-18
2024-11-01 18:43:16.477915+00:00,2024-11-01 18:43:16.486060+00:00,2024-11-01 18:43:16.521751+00:00,cat_2.jpg,356x500,0.4021,99.256,Persian cat,Persian cat,0.0402,Resnet-18
2024-11-01 18:43:16.882580+00:00,2024-11-01 18:43:16.890883+00:00,2024-11-01 18:43:16.910913+00:00,dog_0.jpg,375x500,0.3439,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.0344,Resnet-18
2024-11-01 18:43:17.230769+00:00,2024-11-01 18:43:17.238058+00:00,2024-11-01 18:43:17.256455+00:00,dog_1.jpg,375x500,0.3903,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.039,Resnet-18
2024-11-01 18:43:17.631918+00:00,2024-11-01 18:43:17.641009+00:00,2024-11-01 18:43:17.661720+00:00,1.jpg,499x381,0.3455,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0345,Resnet-18
2024-11-01 18:43:17.980890+00:00,2024-11-01 18:43:17.993264+00:00,2024-11-01 18:43:18.011513+00:00,cat_0.jpg,640x481,0.3393,18.534,"tabby, tabby cat","tabby, tabby cat",0.0339,Resnet-18
2024-11-01 18:43:18.324709+00:00,2024-11-01 18:43:18.329457+00:00,2024-11-01 18:43:18.350555+00:00,cat_1.jpg,441x350,0.4035,64.716,"tabby, tabby cat","tabby, tabby cat",0.0403,Resnet-18
2024-11-01 18:43:18.730788+00:00,2024-11-01 18:43:18.739692+00:00,2024-11-01 18:43:18.751691+00:00,cat_2.jpg,356x500,0.3462,99.256,Persian cat,Persian cat,0.0346,Resnet-18
2024-11-01 18:43:19.082086+00:00,2024-11-01 18:43:19.090095+00:00,2024-11-01 18:43:19.110963+00:00,dog_0.jpg,375x500,0.3468,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.0347,Resnet-18
2024-11-01 18:43:19.433131+00:00,2024-11-01 18:43:19.440486+00:00,2024-11-01 18:43:19.465588+00:00,dog_1.jpg,375x500,0.4349,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.0435,Resnet-18
2024-11-01 18:43:19.871251+00:00,2024-11-01 18:43:19.876667+00:00,2024-11-01 18:43:19.896206+00:00,1.jpg,499x381,0.3244,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0324,Resnet-18
2024-11-01 18:43:20.200591+00:00,2024-11-01 18:43:20.212114+00:00,2024-11-01 18:43:20.236806+00:00,cat_0.jpg,640x481,0.4066,18.534,"tabby, tabby cat","tabby, tabby cat",0.0407,Resnet-18
2024-11-01 18:43:20.610763+00:00,2024-11-01 18:43:20.615652+00:00,2024-11-01 18:43:20.641226+00:00,cat_1.jpg,441x350,0.3737,64.716,"tabby, tabby cat","tabby, tabby cat",0.0374,Resnet-18
2024-11-01 18:43:20.986964+00:00,2024-11-01 18:43:20.995667+00:00,2024-11-01 18:43:21.015201+00:00,cat_2.jpg,356x500,0.3324,99.256,Persian cat,Persian cat,0.0332,Resnet-18
2024-11-01 18:43:21.322776+00:00,2024-11-01 18:43:21.330679+00:00,2024-11-01 18:43:21.350438+00:00,dog_0.jpg,375x500,0.4115,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.0411,Resnet-18
2024-11-01 18:43:21.738547+00:00,2024-11-01 18:43:21.745861+00:00,2024-11-01 18:43:21.766548+00:00,dog_1.jpg,375x500,0.3324,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.0332,Resnet-18
2024-11-01 18:43:22.076999+00:00,2024-11-01 18:43:22.081727+00:00,2024-11-01 18:43:22.102262+00:00,1.jpg,499x381,0.3477,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0348,Resnet-18
2024-11-01 18:43:22.427369+00:00,2024-11-01 18:43:22.439755+00:00,2024-11-01 18:43:22.459851+00:00,cat_0.jpg,640x481,0.4075,18.534,"tabby, tabby cat","tabby, tabby cat",0.0408,Resnet-18
2024-11-01 18:43:22.838299+00:00,2024-11-01 18:43:22.843757+00:00,2024-11-01 18:43:22.861469+00:00,cat_1.jpg,441x350,0.3423,64.716,"tabby, tabby cat","tabby, tabby cat",0.0342,Resnet-18
2024-11-01 18:43:23.184032+00:00,2024-11-01 18:43:23.192891+00:00,2024-11-01 18:43:23.213979+00:00,cat_2.jpg,356x500,0.3863,99.256,Persian cat,Persian cat,0.0386,Resnet-18
2024-11-01 18:43:23.574543+00:00,2024-11-01 18:43:23.582708+00:00,2024-11-01 18:43:23.608870+00:00,dog_0.jpg,375x500,0.3823,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.0382,Resnet-18
2024-11-01 18:43:23.961117+00:00,2024-11-01 18:43:23.968454+00:00,2024-11-01 18:43:23.986728+00:00,dog_1.jpg,375x500,0.3453,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.0345,Resnet-18
2024-11-01 18:43:24.311682+00:00,2024-11-01 18:43:24.317075+00:00,2024-11-01 18:43:24.336236+00:00,1.jpg,499x381,0.4061,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0406,Resnet-18
2024-11-01 18:43:24.725006+00:00,2024-11-01 18:43:24.737395+00:00,2024-11-01 18:43:24.755418+00:00,cat_0.jpg,640x481,0.3643,18.534,"tabby, tabby cat","tabby, tabby cat",0.0364,Resnet-18
2024-11-01 18:43:25.099420+00:00,2024-11-01 18:43:25.104994+00:00,2024-11-01 18:43:25.125587+00:00,cat_1.jpg,441x350,0.3636,64.716,"tabby, tabby cat","tabby, tabby cat",0.0364,Resnet-18
2024-11-01 18:43:25.467294+00:00,2024-11-01 18:43:25.475344+00:00,2024-11-01 18:43:25.512963+00:00,cat_2.jpg,356x500,0.4037,99.256,Persian cat,Persian cat,0.0404,Resnet-18
2024-11-01 18:43:25.873645+00:00,2024-11-01 18:43:25.881599+00:00,2024-11-01 18:43:25.902749+00:00,dog_0.jpg,375x500,0.3394,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.0339,Resnet-18
2024-11-01 18:43:26.216472+00:00,2024-11-01 18:43:26.228026+00:00,2024-11-01 18:43:26.244127+00:00,dog_1.jpg,375x500,0.3702,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.037,Resnet-18
2024-11-01 18:43:26.603791+00:00,2024-11-01 18:43:26.611217+00:00,2024-11-01 18:43:26.636330+00:00,1.jpg,499x381,0.3572,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0357,Resnet-18
2024-11-01 18:43:26.964539+00:00,2024-11-01 18:43:26.982048+00:00,2024-11-01 18:43:27.003821+00:00,cat_0.jpg,640x481,0.3471,18.534,"tabby, tabby cat","tabby, tabby cat",0.0347,Resnet-18
2024-11-01 18:43:27.315913+00:00,2024-11-01 18:43:27.320610+00:00,2024-11-01 18:43:27.341826+00:00,cat_1.jpg,441x350,0.3962,64.716,"tabby, tabby cat","tabby, tabby cat",0.0396,Resnet-18
2024-11-01 18:43:27.715599+00:00,2024-11-01 18:43:27.723621+00:00,2024-11-01 18:43:27.742152+00:00,cat_2.jpg,356x500,0.3605,99.256,Persian cat,Persian cat,0.0361,Resnet-18
2024-11-01 18:43:28.079647+00:00,2024-11-01 18:43:28.086841+00:00,2024-11-01 18:43:28.108703+00:00,dog_0.jpg,375x500,0.3403,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.034,Resnet-18
2024-11-01 18:43:28.426588+00:00,2024-11-01 18:43:28.434648+00:00,2024-11-01 18:43:28.457997+00:00,dog_1.jpg,375x500,0.3972,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.0397,Resnet-18
2024-11-01 18:43:28.827955+00:00,2024-11-01 18:43:28.833370+00:00,2024-11-01 18:43:28.851924+00:00,1.jpg,499x381,0.3427,27.209,"Cardigan, Cardigan Welsh corgi","Cardigan, Cardigan Welsh corgi",0.0343,Resnet-18
2024-11-01 18:43:29.175433+00:00,2024-11-01 18:43:29.187225+00:00,2024-11-01 18:43:29.211027+00:00,cat_0.jpg,640x481,0.402,18.534,"tabby, tabby cat","tabby, tabby cat",0.0402,Resnet-18
2024-11-01 18:43:29.583849+00:00,2024-11-01 18:43:29.589242+00:00,2024-11-01 18:43:29.619935+00:00,cat_1.jpg,441x350,0.369,64.716,"tabby, tabby cat","tabby, tabby cat",0.0369,Resnet-18
2024-11-01 18:43:29.957125+00:00,2024-11-01 18:43:29.965176+00:00,2024-11-01 18:43:29.985485+00:00,cat_2.jpg,356x500,0.3619,99.256,Persian cat,Persian cat,0.0362,Resnet-18
2024-11-01 18:43:30.324435+00:00,2024-11-01 18:43:30.331683+00:00,2024-11-01 18:43:30.351780+00:00,dog_0.jpg,375x500,0.4153,89.873,"malamute, malemute, Alaskan malamute","malamute, malemute, Alaskan malamute",0.0415,Resnet-18
2024-11-01 18:43:30.743267+00:00,2024-11-01 18:43:30.750666+00:00,2024-11-01 18:43:30.770306+00:00,dog_1.jpg,375x500,0.3486,63.549,"Newfoundland, Newfoundland dog","Newfoundland, Newfoundland dog",0.0349,Resnet-18
