time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,Power POM_5V_CPU,Power POM_5V_GPU,Power TOT,jetson_clocks,nvp model
2024-11-01T18:52:25.108308,04:20:03,100,100,100,100,0.36476877445038974,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,55.5,56,54,56.25,3250,0,5056,OFF,MAXN
2024-11-01T18:52:26.110011,04:20:04,99,100,100,99,0.3648830815620658,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,56,55.5,53.5,56.25,3285,0,5096,OFF,MAXN
2024-11-01T18:52:27.108013,04:20:05,100,100,99,100,0.36463870084055144,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,55.5,56,54,56.25,3330,0,5168,OFF,MAXN
2024-11-01T18:52:28.096623,04:20:06,100,100,100,100,0.36479045338536276,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,55.5,56,54,55.75,3485,0,5168,OFF,MAXN
2024-11-01T18:52:29.124098,04:20:07,99,100,100,100,0.36481607394487636,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,56,55.5,53.5,55.75,3129,0,5256,OFF,MAXN
2024-11-01T18:52:30.131338,04:20:08,100,100,100,99,0.3650072427350933,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,56,56,54,56.25,3525,0,5216,OFF,MAXN
2024-11-01T18:52:31.058839,04:20:09,100,99,100,100,0.36432238547117196,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,56,56,54,56.25,3170,0,4782,OFF,MAXN
2024-11-01T18:52:32.142644,04:20:10,99,100,100,99,0.3649185561829308,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,55.5,56,54,56.25,3170,0,5096,OFF,MAXN
2024-11-01T18:52:33.138568,04:20:11,100,99,100,100,0.364877169,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,56,56,54,56.25,3285,0,5288,OFF,MAXN
2024-11-01T18:52:34.129289,04:20:12,100,100,100,100,0.36499147623693107,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,55.5,56.5,54.5,56,3325,0,5056,OFF,MAXN
2024-11-01T18:52:35.138551,04:20:13,100,100,100,99,0.36477764310560595,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,56,56,54,56.75,3285,0,5168,OFF,MAXN
2024-11-01T18:52:36.119360,04:20:14,100,100,100,100,0.3646524965264434,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,56,56.5,54.5,56.5,3089,0,5016,OFF,MAXN
2024-11-01T18:52:37.133852,04:20:15,100,100,100,99,0.3648653442516333,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,55.5,56,54,56.25,3009,0,5288,OFF,MAXN
2024-11-01T18:52:38.149766,04:20:16,99,100,100,99,0.364834797,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,56,56.5,54.5,56.25,3325,0,5208,OFF,MAXN
2024-11-01T18:52:39.114124,04:20:17,100,100,99,99,0.3646593943693893,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,55.5,56,54,56.25,3245,0,5136,OFF,MAXN
2024-11-01T18:52:40.157088,04:20:18,100,99,100,100,0.36474315389087614,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,56.5,56,54,55.75,3205,0,5136,OFF,MAXN
2024-11-01T18:52:41.134303,04:20:19,100,99,100,98,0.3643263270957125,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,55.5,56,54,56.25,3320,0,5256,OFF,MAXN
2024-11-01T18:52:42.138440,04:20:20,99,99,100,100,0.3647017668332003,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,56.5,56,54,56.25,3365,0,5136,OFF,MAXN
2024-11-01T18:52:43.118275,04:20:21,100,100,99,100,0.36470866467614627,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,55.5,56,54,56,3014,0,4823,OFF,MAXN
2024-11-01T18:52:44.124303,04:20:22,100,100,100,99,0.3647697598565249,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,56.5,56,54,56.5,3245,0,5136,OFF,MAXN
2024-11-01T18:52:45.145971,04:20:23,99,100,100,99,0.364941221,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,55.5,56,54,56.25,3290,0,5168,OFF,MAXN
2024-11-01T18:52:46.150526,04:20:24,99,100,99,100,0.36472738739271393,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,56,56,54,56.25,3250,0,5176,OFF,MAXN
2024-11-01T18:52:47.148615,04:20:25,100,100,100,100,0.3646633359939299,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56,56,54,56.25,3089,0,5136,OFF,MAXN
2024-11-01T18:52:48.144765,04:20:26,100,99,100,99,0.3648466215350657,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56.5,56.5,54.5,56,3325,0,5328,OFF,MAXN
2024-11-01T18:52:49.114240,04:20:27,99,100,100,100,0.36472443117430847,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56,56,54,56,3485,0,5176,OFF,MAXN
2024-11-01T18:52:50.101034,04:20:28,100,99,100,100,0.36481508853874123,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56,56,54,56.25,3089,0,4943,OFF,MAXN
2024-11-01T18:52:51.057168,04:20:29,100,99,99,100,0.3646623505877948,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56,56.5,54.5,56.25,3129,0,4669,OFF,MAXN
2024-11-01T18:52:52.114206,04:20:30,100,100,99,99,0.36466037977552446,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,55.5,56.5,54.5,56.5,3325,0,5176,OFF,MAXN
2024-11-01T18:52:53.090671,04:20:31,100,100,99,100,0.3646298321853352,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56.5,56,54,56.25,3089,0,4742,OFF,MAXN
2024-11-01T18:52:54.121590,04:20:32,100,99,100,98,0.3648426799105251,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56,56,54,56.5,3089,0,5136,OFF,MAXN
2024-11-01T18:52:55.136867,04:20:33,99,100,100,100,0.3647510371399572,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,56,56,54,56.25,3290,0,5136,OFF,MAXN
2024-11-01T18:52:56.110431,04:20:34,100,100,100,100,0.3646584089632542,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56,56.5,54.5,56.75,3250,0,5136,OFF,MAXN
2024-11-01T18:52:57.127068,04:20:35,99,100,100,99,0.3646889565534435,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56,56,54,56.75,3049,0,4823,OFF,MAXN
2024-11-01T18:52:58.116739,04:20:36,100,100,99,100,0.36471753333136253,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56,56.5,54.5,56,3129,0,5256,OFF,MAXN
2024-11-01T18:52:59.116303,04:20:37,99,100,100,100,0.3646869857411732,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56,56.5,54.5,56.5,3445,0,5096,OFF,MAXN
2024-11-01T18:53:00.179973,04:20:38,100,99,100,100,0.3647480809215518,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56.5,56,54,56.5,3165,0,5056,OFF,MAXN
2024-11-01T18:53:01.137818,04:20:39,100,99,99,100,0.36469486899025433,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,55.5,56.5,54.5,56.5,3089,0,5288,OFF,MAXN
2024-11-01T18:53:02.159438,04:20:40,100,100,99,98,0.36457267862949716,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56.5,56.5,54,56.5,3170,0,5248,OFF,MAXN
2024-11-01T18:53:03.145992,04:20:41,100,100,100,99,0.3648446507227954,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,56,56.5,54.5,56.25,3089,0,5016,OFF,MAXN
2024-11-01T18:53:04.146589,04:20:42,100,99,99,100,0.36486632965776844,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,57,56,54,56.5,3165,0,5368,OFF,MAXN
2024-11-01T18:53:05.142878,04:20:43,100,100,100,100,0.36486632965776844,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60.5,56,56.5,54.5,56.75,3210,0,5288,OFF,MAXN
2024-11-01T18:53:06.140470,04:20:44,99,99,100,100,0.36486632965776844,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56,56,54,56.75,3210,0,5096,OFF,MAXN
2024-11-01T18:53:07.082959,04:20:45,100,100,100,100,0.36486632965776844,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56,56,54,56.25,3089,0,4629,OFF,MAXN
2024-11-01T18:53:08.079509,04:20:46,100,98,100,100,0.36468304411663266,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56,56.5,54.5,56.5,3089,0,4629,OFF,MAXN
2024-11-01T18:53:09.152251,04:20:47,100,100,100,97,0.3647727160749303,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56.5,56.5,54.5,56.75,3129,0,5216,OFF,MAXN
2024-11-01T18:53:10.087893,04:20:48,100,100,100,100,0.36461899271784864,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56,56.5,54.5,56.25,3129,0,4669,OFF,MAXN
2024-11-01T18:53:11.183944,04:20:49,98,100,99,100,0.36474118307860587,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56,56.5,54.5,56.25,3089,0,5096,OFF,MAXN
2024-11-01T18:53:12.162266,04:20:50,100,99,100,100,0.36471851873749767,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56,56.5,54.5,56.25,3245,0,5408,OFF,MAXN
2024-11-01T18:53:13.115531,04:20:51,99,100,100,100,0.3646791024920921,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56,56,54,56.25,3210,0,5016,OFF,MAXN
2024-11-01T18:53:14.119324,04:20:52,100,100,99,99,0.36467713167982185,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,61,56,56.5,54.5,56.25,3089,0,4742,OFF,MAXN
2024-11-01T18:53:15.077879,04:20:53,37,28,32,32,0.36476877445038974,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60,53.5,54,52,54,531,0,2003,OFF,MAXN
2024-11-01T18:53:16.074709,04:20:54,10,5,25,3,0.36482888422463317,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60,53.5,54,52,54,531,0,2003,OFF,MAXN
2024-11-01T18:53:17.078466,04:20:55,10,3,6,26,0.3648594318148225,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,59.5,53.5,54,52,53.75,572,0,2044,OFF,MAXN
2024-11-01T18:53:18.088047,04:20:56,20,5,5,8,0.36477173066879515,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,60,54,54,52,53.75,531,0,2003,OFF,MAXN
2024-11-01T18:53:19.085508,04:20:57,9,24,4,6,0.36492446861974165,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,59.5,53.5,53.5,51.5,53.75,531,0,1963,OFF,MAXN
2024-11-01T18:53:20.090266,04:20:58,12,23,0,6,0.36483873828598457,0.015287414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,59.5,53,53.5,51.5,53.5,572,0,2044,OFF,MAXN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resnext50x32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,Power POM_5V_CPU,Power POM_5V_GPU,Power TOT,jetson_clocks,nvp model
2024-11-01T18:55:00.221495,04:22:38,21,30,39,18,0.3618312787615416,0.015261664640106812,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,54,48.5,47,47,49.25,530,81,2123,OFF,MAXN
2024-11-01T18:55:01.220110,04:22:39,12,24,5,1,0.36190222800327154,0.015261664640106812,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,54,48.5,49,47,47.5,531,0,1963,OFF,MAXN
2024-11-01T18:55:02.222575,04:22:40,9,23,3,5,0.3618825198805688,0.015261664640106812,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,53.5,48,49,47,48.5,490,0,1963,OFF,MAXN
2024-11-01T18:55:03.236844,04:22:41,9,24,1,6,0.36199682699224484,0.015261664640106812,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,53.5,48,49.5,47.5,48.5,490,0,1840,OFF,MAXN
2024-11-01T18:55:04.221541,04:22:42,11,24,2,6,0.36205792217262345,0.015261664640106812,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,53.5,48,49,47,48.5,490,0,1922,OFF,MAXN
2024-11-01T18:55:05.298160,04:22:43,55,82,50,52,0.36351336703422316,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55,50,50.5,48.5,49.75,2697,0,4669,OFF,MAXN
2024-11-01T18:55:06.293805,04:22:44,98,99,98,99,0.36369369635695353,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,54.5,50,50.5,48.5,50.5,2656,0,4782,OFF,MAXN
2024-11-01T18:55:07.261084,04:22:45,99,99,100,99,0.36511465200382337,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,54.5,51,51,49,50.75,2893,0,4548,OFF,MAXN
2024-11-01T18:55:08.265902,04:22:46,100,98,100,98,0.36535903272533776,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,54.5,50.5,50.5,48.5,50.75,2777,0,4354,OFF,MAXN
2024-11-01T18:55:09.254541,04:22:47,97,98,99,99,0.36529793754495915,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,54.5,50.5,51,49,50.75,3054,0,4629,OFF,MAXN
2024-11-01T18:55:10.244942,04:22:48,99,98,99,100,0.3655728658566628,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55,50.5,51,49,50.75,2817,0,4354,OFF,MAXN
2024-11-01T18:55:11.298879,04:22:49,100,98,97,97,0.3652122072112021,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55,50.5,50.5,48.5,50.75,2737,0,4742,OFF,MAXN
2024-11-01T18:55:12.259431,04:22:50,100,97,100,99,0.365204324,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55,50,50.5,48.5,51.25,2499,0,4159,OFF,MAXN
2024-11-01T18:55:13.243842,04:22:51,96,99,98,99,0.3653343975719593,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55,50,50.5,48.5,50.5,2540,0,4038,OFF,MAXN
2024-11-01T18:55:14.275812,04:22:52,99,99,100,97,0.36526443373636447,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55,50.5,51,49,50.75,2737,0,4354,OFF,MAXN
2024-11-01T18:55:15.271380,04:22:53,100,97,99,99,0.36535607650693236,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55,50,50.5,48.5,51.25,2620,0,4233,OFF,MAXN
2024-11-01T18:55:16.295864,04:22:54,99,96,99,99,0.36522600289709406,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55,51,51,49,50.75,3210,0,4943,OFF,MAXN
2024-11-01T18:55:17.240374,04:22:55,98,98,99,98,0.36534819325785123,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55,50,51,49,50.75,2580,0,4078,OFF,MAXN
2024-11-01T18:55:18.283428,04:22:56,97,96,99,99,0.36523191533390487,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55,51,51,49,50.75,3049,0,4823,OFF,MAXN
2024-11-01T18:55:19.270801,04:22:57,99,98,99,99,0.36537677003577024,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55,51,51,49,50.75,2934,0,4428,OFF,MAXN
2024-11-01T18:55:20.262997,04:22:58,96,97,100,99,0.3654989603965274,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55,51,51,49,51,2777,0,4428,OFF,MAXN
2024-11-01T18:55:21.284829,04:22:59,100,99,97,100,0.3653757846296351,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55,50,51,49,50.75,2656,0,4782,OFF,MAXN
2024-11-01T18:55:22.246850,04:23:00,100,97,99,97,0.3653146894492565,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55,50.5,51,49,51,2620,0,4119,OFF,MAXN
2024-11-01T18:55:23.281393,04:23:01,98,99,100,97,0.36532060188606735,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,50.5,51,49,51,2858,0,4468,OFF,MAXN
2024-11-01T18:55:24.289101,04:23:02,98,99,98,99,0.36534326622717556,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55,50.5,51,49,50.75,2656,0,4273,OFF,MAXN
2024-11-01T18:55:25.299719,04:23:03,99,100,97,98,0.3654368798100137,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55,51,51.5,49.5,50.75,3129,0,4782,OFF,MAXN
2024-11-01T18:55:26.290001,04:23:04,99,98,100,97,0.3654753106492841,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,50.5,51,49,51,2974,0,4435,OFF,MAXN
2024-11-01T18:55:27.309101,04:23:05,97,98,98,99,0.3651993969314453,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,51,50.5,48.5,50.75,2737,0,4589,OFF,MAXN
2024-11-01T18:55:28.255375,04:23:06,99,100,97,99,0.3653442516333107,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55,50.5,50.5,48.5,50.75,2580,0,4233,OFF,MAXN
2024-11-01T18:55:29.297538,04:23:07,98,97,97,99,0.3652811856406618,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,50.5,51,49,51,2853,0,4629,OFF,MAXN
2024-11-01T18:55:30.272261,04:23:08,100,100,98,100,0.3652585212995536,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,50.5,51,49,51,2697,0,4314,OFF,MAXN
2024-11-01T18:55:31.280894,04:23:09,98,98,98,98,0.3652269883032292,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,51,51,49,51,2934,0,4629,OFF,MAXN
2024-11-01T18:55:32.308731,04:23:10,99,97,99,100,0.36546348577566246,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,51,51.5,49.5,51.25,3245,0,4629,OFF,MAXN
2024-11-01T18:55:33.301432,04:23:11,98,99,99,99,0.3655856761364196,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,51,51,49,51,2777,0,4354,OFF,MAXN
2024-11-01T18:55:34.284936,04:23:12,97,99,100,98,0.3653403100087701,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,51,51.5,49.5,51.5,2974,0,4863,OFF,MAXN
2024-11-01T18:55:35.314200,04:23:13,99,98,99,100,0.36549698958425714,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,51,51,49,51,2817,0,4669,OFF,MAXN
2024-11-01T18:55:36.263429,04:23:14,99,97,99,99,0.36543392359160826,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,51,51,49,51,2737,0,4354,OFF,MAXN
2024-11-01T18:55:37.282446,04:23:15,99,98,100,99,0.3652506380504725,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,51,51,49,51,2737,0,4314,OFF,MAXN
2024-11-01T18:55:38.295913,04:23:16,98,99,97,98,0.3652506380504725,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,51,51.5,49.5,50.75,2580,0,4273,OFF,MAXN
2024-11-01T18:55:39.302865,04:23:17,100,100,100,97,0.36543392359160826,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,51,51.5,49.5,51,2737,0,4354,OFF,MAXN
2024-11-01T18:55:40.264416,04:23:18,97,100,98,99,0.3654644711817976,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,56,51,51,49,51,2656,0,4119,OFF,MAXN
2024-11-01T18:55:41.289205,04:23:19,99,98,98,100,0.36531074782471595,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,56,51,51.5,49.5,51,3094,0,4589,OFF,MAXN
2024-11-01T18:55:42.321303,04:23:20,98,100,99,98,0.3653353829780944,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,51,51,49,51,2817,0,4622,OFF,MAXN
2024-11-01T18:55:43.299849,04:23:21,97,97,100,98,0.36539647815847304,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,56,51,51,49,51.25,3014,0,4629,OFF,MAXN
2024-11-01T18:55:44.325413,04:23:22,98,98,99,100,0.3653353829780944,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,56,51,51.5,49.5,51,3250,0,4468,OFF,MAXN
2024-11-01T18:55:45.322993,04:23:23,98,99,98,97,0.3653698721928243,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,51,51.5,49.5,51.25,2817,0,4354,OFF,MAXN
2024-11-01T18:55:46.311671,04:23:24,98,99,100,99,0.365438851,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,51,51,49,51.25,2817,0,4394,OFF,MAXN
2024-11-01T18:55:47.338029,04:23:25,98,98,98,99,0.3653984489707433,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,56,51.5,51,49,51,2934,0,4428,OFF,MAXN
2024-11-01T18:55:48.311408,04:23:26,99,98,99,99,0.3653373537903647,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,50.5,51,49,51,2540,0,4629,OFF,MAXN
2024-11-01T18:55:49.276149,04:23:27,98,98,99,96,0.36545855874498673,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,55.5,51.5,51,49,51,2817,0,4428,OFF,MAXN
2024-11-01T18:55:50.285965,04:23:28,98,100,98,98,0.36536691597441884,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,56,51,51.5,49.5,51,3129,0,4548,OFF,MAXN
2024-11-01T18:55:51.306441,04:23:29,96,99,99,99,0.36542801115479745,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,56,50.5,51,49,51.5,2656,0,4709,OFF,MAXN
2024-11-01T18:55:52.323844,04:23:30,100,99,99,97,0.36542801115479745,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,56,51,51,49,51.5,2969,0,5016,OFF,MAXN
2024-11-01T18:55:53.276369,04:23:31,99,100,98,99,0.36536691597441884,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,56,51,51.5,49.5,51.25,3014,0,4428,OFF,MAXN
2024-11-01T18:55:54.332634,04:23:32,99,96,99,100,0.3652802002345267,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,56,51,51.5,49.5,51.5,2777,0,4314,OFF,MAXN
2024-11-01T18:55:55.295212,04:23:33,100,99,98,99,0.365467427,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,56,51,51,49,51.5,2817,0,4354,OFF,MAXN
2024-11-01T18:55:56.289499,04:23:34,98,98,99,98,0.36536790138055397,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,56,51,51,49,51.5,2817,0,4273,OFF,MAXN
2024-11-01T18:55:57.307049,04:23:35,100,99,100,99,0.3655206393315005,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,56,51,51.5,49.5,51,3014,0,4428,OFF,MAXN
2024-11-01T18:55:58.320268,04:23:36,99,98,98,99,0.36545855874498673,0.015260711,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,31.372549019607842,56,51.5,51,49,51.5,2777,0,4314,OFF,MAXN
