Model,time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,Power POM_5V_CPU,Power POM_5V_GPU,Power TOT,jetson_clocks,nvp model
Resnext50x32d,2024-11-01T18:23:17.153856,03:50:55,34,28,23,24,0.48456853992372956,0.4411253367665641,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,46,43,41.5,40,41.5,1066,4100,7581,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:18.165472,03:50:56,28,19,18,35,0.4846838324415408,0.4410910044584317,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,46,42,40.5,40.5,42,1311,3015,6745,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:19.163540,03:50:57,29,17,15,45,0.484756752,0.4410843287318504,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,46,42.5,41.5,40,41.75,1026,4139,7581,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:20.170270,03:50:58,37,15,14,30,0.4846227372611622,0.4410805140309468,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,46.5,42.5,41,40,41.75,1311,2941,6676,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:21.156433,03:50:59,30,38,16,20,0.4844680284979454,0.4410747919795914,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,46.5,42,41.5,40.5,41.75,1145,3869,7581,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:22.168999,03:51:00,22,29,29,22,0.48446310146726973,0.441068116,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,47,43,41.5,40.5,42,1317,2472,6140,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:23.160894,03:51:01,32,32,30,14,0.4845064593372158,0.4410671625777841,0,0,91.1,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,46.5,43,41.5,40.5,42,1186,3678,7356,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:24.180130,03:51:02,20,28,30,14,0.48448280958997253,0.4410643015521064,0,0,99.2,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,46.5,43,41.5,40.5,42,1313,2782,6518,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:25.166651,03:51:03,21,28,37,25,0.48447591174702653,0.4410604868512028,0,0,15.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,46.5,42.5,41.5,41,42,1265,3559,7356,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:26.160726,03:51:04,25,40,11,20,0.4846049999507297,0.4410566721502992,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,47,42.5,42,41,42,1071,3025,6020,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:27.170296,03:51:05,24,17,19,43,0.4845035031188104,0.4410547647998474,0,0,16.9,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,46.5,43,41.5,40.5,42.25,1311,2976,6676,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:28.162192,03:51:06,45,22,22,14,0.4845705107359998,0.4410519037741697,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,47,43.5,42.5,40.5,42.25,1143,4139,7593,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:29.177736,03:51:07,32,25,17,21,0.48447197,0.4410519037741697,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,47,42.5,41.5,41,42.25,1311,2901,6676,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:30.166924,03:51:08,21,30,19,36,0.4845320798967294,0.4410519037741697,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,47,43,42.5,41,42.25,1105,4027,7581,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:31.173186,03:51:09,20,19,24,43,0.48443846631389126,0.4410499964237179,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,47,44,42.5,41,42.5,1275,2591,6140,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:32.169807,03:51:10,32,18,19,37,0.484600073,0.4410499964237179,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,47,44,42,41,42.25,1147,3751,7356,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:33.171628,03:51:11,23,26,19,34,0.4845616420807836,0.4410480890732661,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,47,43,42.5,41,42.75,1315,2591,6140,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:34.172359,03:51:12,21,26,25,33,0.484564598,0.4410461817228143,0,0,28.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,47,43,42,41.5,42.75,1265,3559,7396,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:35.174654,03:51:13,23,17,37,30,0.48459613129551343,0.4410442743723625,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,47.5,43,42.5,41,42.75,1067,3412,6488,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:36.180582,03:51:14,22,35,18,23,0.48469270109675705,0.4410414133466848,0,0,47.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,47,43.5,42.5,41,42.5,1313,2821,6557,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:37.174051,03:51:15,24,16,56,11,0.4846818616292705,0.4410385523210071,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,47.5,44,42.5,41.5,43,1145,3948,7542,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:38.181448,03:51:16,29,22,26,16,0.48449956149426987,0.4410356912953294,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,47.5,44.5,42.5,41.5,43.25,1353,2702,6478,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:39.177095,03:51:17,24,45,19,15,0.48459317507710803,0.44102710821829627,0,0,96.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48,44,43,41.5,43.25,1224,3830,7542,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:40.188803,03:51:18,19,16,36,29,0.48443846631389126,0.44102710821829627,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48,44,43,42,42.75,1277,2472,6020,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:41.182845,03:51:19,25,17,27,27,0.48468284703540565,0.44102520086784447,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48,44,43,42,42.75,1309,3248,6972,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:42.176646,03:51:20,32,27,20,23,0.48461978104275677,0.44102520086784447,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,47.5,44,43,42,43.25,987,3684,6637,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:43.191276,03:51:21,26,16,15,43,0.48458627723416203,0.44102138616694087,0,0,60.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48,43.5,42.5,42,43.25,1349,3129,7051,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:44.177543,03:51:22,31,39,18,14,0.48465722647589204,0.44101852514126316,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48,45,43,42,43.5,1025,4139,7554,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:45.195935,03:51:23,24,11,24,42,0.4846178102304865,0.44101852514126316,0,0,68.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48,43.5,42.5,42,43.5,1271,3134,6904,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:46.183090,03:51:24,35,17,19,40,0.48455572964397275,0.44101661779081136,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48,44.5,43,42,43,1105,3988,7621,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:47.193561,03:51:25,32,16,38,15,0.48470846759491926,0.44101280308990776,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48,45,42.5,42.5,44,1309,3169,6904,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:48.185736,03:51:26,26,19,46,21,0.48464737241454064,0.44101184941468186,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48,44.5,43.5,42,43.75,1145,3869,7542,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:49.190908,03:51:27,32,12,17,41,0.48452124042924294,0.4410080347137782,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,45.5,43.5,42,44,1317,2356,5940,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:50.184670,03:51:28,36,17,18,32,0.4845606566746485,0.4410080347137782,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,44.5,43.5,42.5,43.5,1224,3869,7502,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:51.201507,03:51:29,28,13,22,25,0.48464441619613524,0.4410080347137782,0,0,99.2,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,44,43.5,42.5,43.75,1269,3248,6972,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:52.200516,03:51:30,34,26,29,16,0.48461288319981083,0.4410080347137782,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,44,43.5,42.5,43.75,1145,4021,7700,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:53.196106,03:51:31,27,44,12,13,0.4847429568096491,0.4410080347137782,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,44,44,42.5,43.75,1313,2746,6409,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:54.199833,03:51:32,21,43,20,23,0.4846769345985948,0.4410080347137782,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,45,44,42.5,44.5,1066,4021,7621,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:55.200907,03:51:33,26,30,25,15,0.4844926636513239,0.4410080347137782,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49,45.5,43.5,43,43.75,1232,2941,6557,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:56.199924,03:51:34,41,25,16,22,0.4845508026132971,0.4410061273633264,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49,45,44,42.5,44.25,1105,3988,7581,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:57.197256,03:51:35,23,51,9,12,0.484600073,0.4410061273633264,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49,45.5,43.5,42.5,44.5,1355,2511,6140,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:58.200886,03:51:36,23,22,21,36,0.484600073,0.4410061273633264,0,0,24.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,45,44,42.5,44.5,1186,3638,7356,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:59.200940,03:51:37,18,27,22,38,0.4845872626402972,0.4410032663376487,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49,45,44,42.5,44.25,1069,3372,6409,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:00.205623,03:51:38,18,29,19,32,0.48446408687340486,0.4410032663376487,0,0,49.2,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49,45.5,44,43,44,1307,3441,7198,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:01.196706,03:51:39,31,28,19,28,0.48443255387708045,0.4410032663376487,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49.5,45,44.5,43,44.5,1103,4218,7289,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:02.212859,03:51:40,23,22,38,15,0.48453010908445915,0.4410023126624228,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49,45,43.5,43,44.5,1313,2861,6597,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:03.208555,03:51:41,36,27,35,38,0.4846917156906219,0.44087642753260375,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49,45.5,44.5,43,44.75,1535,3929,8147,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:04.208021,03:51:42,41,36,46,24,0.4848582493274603,0.4410986338602389,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49.5,46.5,44.5,43,45.25,1353,2786,6518,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:05.206334,03:51:43,36,15,24,25,0.4848326287679467,0.4410986338602389,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49.5,46,44,43.5,44.5,1184,3981,7621,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:06.207328,03:51:44,31,37,12,17,0.48497748346981207,0.4410967265097871,0,0,99.2,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49.5,45,44.5,43,44.5,1357,2352,5940,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:07.212641,03:51:45,21,27,23,30,0.48494595047348765,0.4410967265097871,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49.5,46,44.5,43,45,1226,3599,7356,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:08.206242,03:51:46,24,28,30,14,0.4847606941200816,0.4410948191593353,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49.5,47,45,43,45,1026,3605,6676,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:09.215038,03:51:47,25,14,33,30,0.4847606941200816,0.4410948191593353,0,0,54.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,50,45,44,43,45.25,1349,3288,7130,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:10.213580,03:51:48,16,11,19,33,0.4854199308244893,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49,44,44.5,42.5,43.75,693,0,2327,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:11.214333,03:51:49,9,7,23,5,0.4854347119165164,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49,44.5,44,42,43.75,694,0,2286,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:12.213954,03:51:50,6,3,9,23,0.4853430691459485,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,44.5,44.5,42.5,44,693,0,2286,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:13.215623,03:51:51,27,5,5,1,0.4855342379361654,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49,43.5,44,42.5,44,694,0,2204,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:14.215140,03:51:52,25,8,2,3,0.4854120475754082,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49,43,44.5,42.5,43.5,734,0,2204,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:15.213047,03:51:53,8,25,3,8,0.4853430691459485,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49,43.5,44,42,43.5,734,0,2164,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:16.211880,03:51:54,10,24,3,2,0.48540317892019197,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,44,44.5,42.5,44,734,0,2164,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:17.224659,03:51:55,9,20,5,1,0.48543372651038125,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,49,43,44,42,43.25,694,0,2204,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:18.215454,03:51:56,12,23,5,3,0.48543372651038125,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,44,44,42,43.5,694,0,2164,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:19.224859,03:51:57,6,24,9,0,0.48534208373981336,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,44,44,42,43.25,734,0,2164,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:20.235432,03:51:58,9,24,6,3,0.48534208373981336,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,44,44,42,43.75,734,0,2003,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:21.236920,03:51:59,9,1,30,5,0.4853115361496241,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,43,44.5,42.5,43.75,734,0,2041,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:22.220639,03:52:00,6,7,23,8,0.4853115361496241,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,43,44,42,43.5,734,0,2123,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:23.233420,03:52:01,26,10,4,5,0.48531055074348894,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,44,44,42,43.25,734,0,2204,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:24.250673,03:52:02,13,13,12,12,0.4852800031532996,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,42.5,43.5,41.5,43,734,0,2126,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:25.232759,03:52:03,24,5,4,8,0.48540613513859737,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48,44,43.5,41.5,43.25,734,0,2164,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:26.233858,03:52:04,25,5,8,4,0.48538741242202976,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,43,44,42,43,694,0,2164,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:27.232885,03:52:05,25,4,4,7,0.48534898158275935,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48.5,44,44,42,43,734,0,2164,OFF,MAXN
Resnext50x32d,2024-11-01T18:24:28.239335,03:52:06,24,6,7,3,0.48528788640238074,0.4406971365901342,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,48,43,43.5,41.5,43.25,694,0,2164,OFF,MAXN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model,time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,Power POM_5V_CPU,Power POM_5V_GPU,Power TOT,jetson_clocks,nvp model
Squeezenet,2024-11-01T18:32:31.840201,04:00:10,7,41,5,29,0.44293020368344815,0.2835514865412584,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,38.5,36.5,37,1420,0,3007,OFF,MAXN
Squeezenet,2024-11-01T18:32:32.848168,04:00:11,38,23,21,2,0.4409396832904682,0.2835514865412584,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,38,36,38.25,612,0,2082,OFF,MAXN
Squeezenet,2024-11-01T18:32:33.850486,04:00:12,14,19,5,3,0.4409623476315764,0.2835514865412584,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37,37.5,35.5,37.25,612,0,2044,OFF,MAXN
Squeezenet,2024-11-01T18:32:34.850068,04:00:13,18,2,3,19,0.4411594288586041,0.2835486255155807,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,37.5,35.5,37,612,0,2082,OFF,MAXN
Squeezenet,2024-11-01T18:32:35.852268,04:00:14,15,18,64,19,0.44116632670155004,0.2828409984979615,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,38,36,37.25,1259,0,3007,OFF,MAXN
Squeezenet,2024-11-01T18:32:36.851831,04:00:15,47,22,57,19,0.43773711335126775,0.2821390935316978,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37,37.5,35.5,37.5,814,0,2645,OFF,MAXN
Squeezenet,2024-11-01T18:32:37.844384,04:00:16,46,31,40,33,0.43403395709541687,0.28517082707483965,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36,35.5,37.25,814,40,2727,OFF,MAXN
Squeezenet,2024-11-01T18:32:38.847916,04:00:17,24,43,18,37,0.43890383421527185,0.2858355387072932,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36,36,36.5,1137,81,2966,OFF,MAXN
Squeezenet,2024-11-01T18:32:39.844213,04:00:18,39,35,25,36,0.4507434889289621,0.3063118994826312,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36,36.5,36.75,854,40,2686,OFF,MAXN
Squeezenet,2024-11-01T18:32:40.856165,04:00:19,31,31,64,12,0.44814201673219617,0.31531268626469255,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36.5,36,36.75,773,40,2727,OFF,MAXN
Squeezenet,2024-11-01T18:32:41.857338,04:00:20,34,21,93,44,0.44747982380938306,0.31855613570798463,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37,36,36.5,36.75,894,40,2808,OFF,MAXN
Squeezenet,2024-11-01T18:32:42.852790,04:00:21,29,27,40,68,0.45061538613139407,0.31855518203275873,0,0,32,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36,36,36.75,975,40,2849,OFF,MAXN
Squeezenet,2024-11-01T18:32:43.858778,04:00:22,61,21,21,24,0.45273203850967175,0.31855518203275873,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36.5,36.5,36.5,1176,40,3007,OFF,MAXN
Squeezenet,2024-11-01T18:32:44.856005,04:00:23,70,53,17,30,0.4533715670913767,0.325925184,0,0,4.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,38,36,36.5,36.5,773,40,2645,OFF,MAXN
Squeezenet,2024-11-01T18:32:45.856656,04:00:24,79,35,21,14,0.45698997841960565,0.32834275087618914,0,0,40.8,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37,36.5,36.5,36.5,1617,81,3484,OFF,MAXN
Squeezenet,2024-11-01T18:32:46.862699,04:00:25,70,55,24,81,0.4557109212561957,0.347353313,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,41.5,36.5,38,36,36.25,773,0,2527,OFF,MAXN
Squeezenet,2024-11-01T18:32:47.867833,04:00:26,45,40,33,51,0.4549432898769228,0.34729132393963236,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36,36,36.25,773,81,2767,OFF,MAXN
Squeezenet,2024-11-01T18:32:48.860406,04:00:27,80,19,18,22,0.45499650180822027,0.34726366735808123,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37,36,36,36.25,814,40,2727,OFF,MAXN
Squeezenet,2024-11-01T18:32:49.864564,04:00:28,67,12,14,34,0.4499857116110405,0.34723887180220775,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,38,36,37.25,814,0,2645,OFF,MAXN
Squeezenet,2024-11-01T18:32:50.871636,04:00:29,37,44,19,31,0.46181551226337936,0.3472064468445271,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,35.5,36.5,37.25,1379,81,3124,OFF,MAXN
Squeezenet,2024-11-01T18:32:51.870669,04:00:30,37,61,24,18,0.46073747795153774,0.34722933504994874,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36,36,36.75,812,40,2767,OFF,MAXN
Squeezenet,2024-11-01T18:32:52.865884,04:00:31,40,22,45,35,0.46296942284762665,0.35053763440860214,0,0,6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36,36,36.5,934,40,2885,OFF,MAXN
Squeezenet,2024-11-01T18:32:53.871072,04:00:32,76,15,16,28,0.4637439520698456,0.35290179529361276,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36,36,36.5,894,40,2885,OFF,MAXN
Squeezenet,2024-11-01T18:32:54.872860,04:00:33,69,28,66,20,0.46552753717444645,0.3716376987816799,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37,36,36,36.5,691,40,2568,OFF,MAXN
Squeezenet,2024-11-01T18:32:55.867086,04:00:34,40,98,22,20,0.4571910012711739,0.37665403046992346,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,41.5,38,38.5,36.5,37.5,732,0,2527,OFF,MAXN
Squeezenet,2024-11-01T18:32:56.878518,04:00:35,53,86,26,18,0.4513987840088292,0.3820117778890399,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,38,36,37.5,693,0,2527,OFF,MAXN
Squeezenet,2024-11-01T18:32:57.880981,04:00:36,42,72,47,16,0.4467772292350292,0.3881019478816489,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,38,36,37,732,0,2527,OFF,MAXN
Squeezenet,2024-11-01T18:32:58.882729,04:00:37,41,66,17,19,0.4391225943772726,0.3938239992370598,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,38,36,37,693,0,2486,OFF,MAXN
Squeezenet,2024-11-01T18:32:59.880971,04:00:38,36,46,41,6,0.442161587,0.3939241351357795,0,0,1.9,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36,36,36.75,773,40,2686,OFF,MAXN
Squeezenet,2024-11-01T18:33:00.894825,04:00:39,19,83,24,13,0.4421891782698239,0.3939117373578428,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,38,36,36.75,693,0,2527,OFF,MAXN
Squeezenet,2024-11-01T18:33:01.882187,04:00:40,31,56,34,5,0.4554084015727082,0.3938945712037766,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36,36,37.25,1257,40,3048,OFF,MAXN
Squeezenet,2024-11-01T18:33:02.889633,04:00:41,37,32,17,53,0.4630393866832215,0.3938850344515175,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37,36,36,36.5,894,81,2808,OFF,MAXN
Squeezenet,2024-11-01T18:33:03.880583,04:00:42,37,52,16,28,0.4705826706477075,0.3938840807762916,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36,36,36.5,1056,40,2885,OFF,MAXN
Squeezenet,2024-11-01T18:33:04.885626,04:00:43,58,21,16,43,0.4724983001744169,0.3938783587249362,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36,36,36.5,1056,40,2926,OFF,MAXN
Squeezenet,2024-11-01T18:33:05.888719,04:00:44,49,46,17,25,0.47206472147495593,0.3938754976992585,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36,36,36.25,894,40,2844,OFF,MAXN
Squeezenet,2024-11-01T18:33:06.887450,04:00:45,57,36,37,15,0.47128427981592613,0.3938564241947405,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36,36,36.5,814,40,2727,OFF,MAXN
Squeezenet,2024-11-01T18:33:07.888752,04:00:46,64,28,52,7,0.468872991,0.3991044989628782,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,41.5,37,38,36,37.5,773,0,2568,OFF,MAXN
